id,PT_pos_feat_NNP,PT_pos_feat_IN,PT_pos_feat_NN,PT_pos_feat_PRP,PT_pos_feat_WP$,PT_pos_feat_WRB,PT_pos_feat_:,PT_pos_feat_.,PT_pos_feat_WP,PT_pos_feat_'',PT_pos_feat_RBS,"PT_pos_feat_,",PT_pos_feat_NNPS,PT_pos_feat_TO,PT_pos_feat_DT,PT_pos_feat_(,PT_pos_feat_SYM,PT_pos_feat_VBZ,PT_pos_feat_POS,PT_pos_feat_VBN,PT_pos_feat_NNS,PT_pos_feat_RB,PT_pos_feat_--,PT_pos_feat_VB
848691287423422464,1,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1
848675659207651329,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0
848671392862273536,0,1,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
848664129040732161,4,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
848655316212428800,1,3,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1
848650269328109571,0,1,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
848592541037539328,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
848588593023127552,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1
848588088477491205,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
848565781600272384,1,3,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0
848556085791404032,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1
848499363081048069,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
848395406547587072,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848329510172987392,0,1,1,1,0,1,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0
848316552474656772,0,1,4,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
848309004287791106,2,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1
848266237884776448,3,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
848229279351656448,0,1,9,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,1,0,0,0,0,0
848223459067002880,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
848203305889214465,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
848199248789352450,0,0,3,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1
848181981967941633,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1
848141511309107201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848121022717014017,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
848072482527604736,0,1,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
848015845913755651,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1
847977999811002368,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
847912660880543748,3,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
847893774055460865,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
847884043609931782,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
847880843074953218,1,3,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
847868099068125185,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,1,0,0
847853997532876800,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
847826138315575296,0,3,2,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1
847818365917908998,0,1,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1
847807429056372736,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0
847773707661651969,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
847746053105373184,5,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
847742766914449408,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
847644897137971201,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0
847533966794141697,2,2,2,0,0,0,2,0,0,1,0,1,0,0,3,0,0,0,0,0,2,1,0,1
847508184851816448,5,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
847503463466455040,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
847498725228371968,2,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1
847471136791076864,2,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0
847462534512652288,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
847424328945631233,2,2,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
847391930325450754,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
847365801589866497,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
847362427184324608,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
847359891828162561,3,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
847320235770224641,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
847256833001627648,2,3,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0
847245265748623361,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
847229145587171328,6,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
847212394103291904,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
847210614053376002,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
847198797512036353,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0
847186777781780484,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
847186650815967232,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
847180247552475138,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847171015205576704,1,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1
847125713820024833,6,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0
847124965535207426,1,2,6,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,1,1,1,0,0,0
847102541800374272,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
847074617399369728,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
847048427145867265,3,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
847042866002190336,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
847038149767417857,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0
847030574946533376,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846944022597918724,2,1,4,1,0,0,0,3,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,1
846940705314484224,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
846890459586842624,0,2,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,1
846836884001243136,3,1,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
846823473884344320,1,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2
846821930384678913,1,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
846808504262287362,0,1,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1
846806100297105408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
846799770874195968,4,2,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0
846700212915720192,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,2
846648138274353152,6,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
846640583397593089,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
846630996430770176,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
846531840760598528,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
846496808452861952,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
846398304531435521,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
846368788824162304,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0
846368539133009920,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
846342294894755841,2,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
846328444027895810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
846312370272194560,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
846310292732678144,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
846202950095716357,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,2,1,0,0
846185027784396801,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,1
846160323744714752,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
846114280940490752,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,1
846079560005406721,0,2,7,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
846049218754203649,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
845999883798679552,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
845870429411553281,0,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
845778823727779841,1,2,4,1,0,0,2,1,0,0,0,1,0,1,3,0,0,3,0,0,1,2,0,1
845773472714379264,0,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0
845772302839091201,1,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,2
845722959121604608,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
845721895551090690,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
845671651324936192,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845662834696634369,3,1,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
845654022904254464,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
845616895910850560,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
845587315695112193,0,2,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
845571424249106432,4,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
845569770103681024,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
845550333053063168,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
845538243995062273,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
845522913944109056,1,1,7,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0
845466519475798016,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
845465055936303105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
845440362915287041,0,2,3,1,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1
845439968478683139,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
845421302043348992,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
845418709133021184,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0
845408038228049921,0,2,6,0,0,0,0,1,0,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0
845357058803318786,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
845343171840237569,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845312262332207104,1,3,5,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0
845307676057788416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845259404760903686,1,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
845203529182588928,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845195495660142592,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
845189971703050240,2,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2
845131969419624449,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
845116229471883264,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
845077767163187202,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
845057031581188096,2,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0
845053053590011904,2,1,4,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2
845052788761673729,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
845049966313680896,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0
845038841501233152,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
845037920809631744,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,1
844992525693665280,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
844977316958781441,1,3,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0
844958947891122176,1,1,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
844955507190321152,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0
844954676613300224,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
844940506832556033,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
844918103247020032,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
844898323098091520,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
844879797318770688,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844869610352521217,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
844814232939986944,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
844727686358544389,1,2,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
844714085459660800,3,1,1,3,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0
844707886517358593,2,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
844703997676150786,0,0,6,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
844662213814161408,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
844616051728039938,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
844600592567799808,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
844577467109167104,0,2,2,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
844567852531286016,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
844559570253103105,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
844521663421202433,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
844505220864512000,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
844447572886507522,3,2,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0
844349164825776129,2,3,5,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0
844326571896950785,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
844293152320241665,2,2,7,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1
844290311635505152,1,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
844269888428539904,1,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3,1,0,0
844237536709021696,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
844218055546863616,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
844217044530860033,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
844209411526672387,2,4,3,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,1
844178031056961538,0,0,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2
844176300889784321,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
844144084323368960,1,0,4,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1
844103294079418369,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
843940588319924230,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
843894673357848578,2,1,2,2,0,0,1,2,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,2
843848795456716801,4,2,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
843841301263147009,3,3,2,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,1,1,3,0,0,0
843840440961060864,1,5,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
843838065718284288,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
843822341708795904,0,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,0,0,0
843781090011762688,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
843774117853782016,0,5,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1
843688555285168129,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
843680009244069890,0,2,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1
843553838812610561,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
843532682319618048,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
843522518669508609,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843520099600551938,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0
843502902937374720,5,1,2,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
843492310658797568,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
843480940529770499,1,2,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
843453450469998592,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2
843431861544091648,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
843413144915599360,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
843399964000698370,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
843369088680427520,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
843328397182824451,1,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
843289761213222917,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0
843250757231136768,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
843227523630665729,3,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,1,1,0,0
843190523800313858,1,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
843186497343967232,0,2,4,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,0,1
843182467980845056,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
843159499838054401,2,2,2,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,1,0,2,1,0,1
843151287160061953,0,2,5,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,2,0,1
843134488121135106,1,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
843127860751687682,2,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
843086941776220165,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
843016373446103040,0,1,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3
843015174294568961,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
843010334021439488,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
843001542563299328,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0
842975867777302528,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
842895195716882432,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
842860474974834688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842834258364317696,1,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0
842809141093634048,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
842801505488969728,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1
842747375034732544,1,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
842738291925565440,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
842723808956088320,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
842707853601361920,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
842653499485753344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
842638405481709568,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
842581271251505152,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
842574152234090497,3,1,3,2,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
842531090594054144,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
842498845565210624,5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
842494897030660100,4,2,5,0,0,0,0,1,0,1,0,1,0,1,3,0,0,2,1,0,1,0,0,1
842488144155070464,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
842446675306266624,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
842422756474011649,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
842400366729793537,1,1,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1
842360582309330944,1,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0
842337907369230337,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
842256538580451328,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
842199155594407936,4,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
842177894801629184,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,2,1,0,1
842138712859275264,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
842136355681497090,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
842134072180772865,3,0,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,2
842042654376529920,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
842004967032528896,1,2,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
841999961608855553,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0
841947526131535877,4,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1
841884282385797121,0,0,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1
