id,TA_formal
848644718816878595,17
848621353561468929,13
848596260030492672,12
848573495101591552,17
848565880799756289,12
848503028600778752,10
848488935646875648,4
848478714233049089,6
848468747828559877,15
848460001261666304,10
848436809558315008,11
848429798946983938,11
848369403880198145,13
848332310139285505,8
848258530394202112,8
848223325868486659,14
848218015615397888,5
848211005201158144,12
848204986534305793,8
848173108171345922,15
848131500394655744,6
848108188188762112,10
848098129723375617,14
848018381601214465,10
848007065629065216,11
848001541621547008,8
847979601267761152,10
847970033611440128,11
847966779704004608,13
847936063800721409,13
847925618608091137,8
847886097459945474,7
847838666181541890,14
847835932031983618,1
847832664719622145,9
847757844711690241,9
847757643825504257,8
847745127254601728,10
847736534035910660,10
847728227254652930,7
847689990440067073,7
847672261658107904,11
847661386977001475,7
847625509005475840,10
847609223114444800,9
847569609335095296,9
847551677230063617,17
847492645869846530,13
847464563972780033,8
847449305279549440,9
847412361698746369,12
847392480492265474,7
847374727953895425,15
847362763437559808,8
847360758115516416,10
847355341113249792,8
847336155888533504,16
847335248161525762,11
847289789057335297,9
847274714590461957,8
847258831780556800,11
847211312115568642,13
847207928431915008,10
847157154314436609,5
847154360790454272,10
847144985875169292,10
847102834676023300,15
847082431501025280,2
847077847374139392,11
847065844224024576,11
847061261791715328,10
846999121529622528,14
846849659373043713,9
846821197526564868,10
846791940066693120,14
846784648105594881,7
846779182545809408,16
846774892561387520,8
846748454210748416,10
846677742192078848,8
846630639646359552,9
846605926006108161,9
846596296496599040,10
846526567673217024,10
846517467207884801,17
846483678347722752,12
846463247528144896,14
846455546710495232,14
846439436963528708,9
846437469654568960,17
846433934372155393,9
846420877927342080,1
846365218506727427,12
846354379712139265,10
846352859134246912,6
846351877763743745,6
846337143693852672,13
846323162098782209,6
846297649590517760,10
846263020821057536,7
846233592162373632,11
846214716401864704,13
846099509230931968,7
846067226209771520,8
846002228338966529,11
846000696159866882,10
845975616646205441,11
845974855610761217,7
845973875829735424,15
845943539196477448,10
845928518169038848,10
845922932077608960,9
845919494346297344,9
845896337157697536,7
845873218212823040,4
845848034437160960,12
845820986763231232,11
845804113845727233,23
845802738122477568,8
845787389595398145,9
845768236323016705,15
845746913152548868,5
845734445957074944,12
845708071716425728,10
845698066564988928,10
845682518762409984,17
845580222082748416,8
845445133986336768,8
845427252770869248,6
845369642864529408,7
845338626464665600,26
845335684273623042,10
845319052633485312,16
845310654076608513,10
845301549102501888,10
845255131117572096,14
845228705014272000,11
845201069890293760,15
845172847739727873,6
845120547751018498,8
845040335134883840,10
845034415642304512,7
845005757657571329,8
844987303558860800,9
844963661575794689,6
844960690754523136,7
844926219812507648,7
844911704794386433,15
844878675178930177,9
844843703847944192,11
844818723689017345,11
844758110182899712,9
844701670340804616,9
844656444402274305,12
844647374706413569,22
844586512310292480,10
844579558804377600,8
844574828787109888,8
844519083982893056,9
844501283985936384,14
844464827242332160,11
844401588898861059,10
844326528213307393,8
844310436401041412,12
844236697286197248,6
844210387658661890,10
844108558128087041,10
844103821500530688,15
844091732572672001,5
843983273462251520,8
843905233566818305,5
843900000526614529,13
843892847833042946,1
843883887591899137,7
843869009556754432,9
843828478558527488,9
843759027221872640,9
843733221758124033,10
843718526456270848,6
843603082982424576,11
843589490379649024,9
843575006147891200,11
843537638401495040,9
843489745284030464,10
843474843916025856,16
843471655624196097,14
843464705066717185,12
843464692005818369,12
843401704943050752,9
843253668640161796,10
843235139790487553,12
843225859632828416,9
843200350186291200,6
843151099016232961,8
843129131156099072,10
843122199255023617,10
843114776230268928,11
843080364860039172,8
843040416475832320,7
842888459396165633,8
842854895606730756,5
842812537238441986,10
842800569144266752,8
842739881507995648,9
842738070185218048,9
842714941350166529,15
842682006496595968,10
842669840620044295,16
842625441055703040,11
842572908962746368,15
842540575572316160,11
842500980889571328,6
842499983198838784,8
842499198843047938,16
842455685019369472,3
842449079217098752,5
842431523949281281,10
842402613614252032,8
842385932368134145,6
842382538991632386,14
842366226949132288,7
842366222511554560,6
842364207832174592,8
842350131114586113,9
842334653952462848,9
842322073460568065,7
842320389749526528,12
842305455556825093,7
842235595195842560,6
842191853470511104,8
842180836912975872,4
842171008912052224,10
842157881646583809,13
842124297950879753,11
842113427720015874,11
842103593255682048,8
842088396570935297,12
842074606206898176,19
842073728276148224,10
842060367677251584,12
842012680122728448,8
841984825380741121,11
841884920561733632,6
841821273609121793,9
841804934530109444,6
841792317187067905,9
841783526949294080,12
841759686974164992,14
841752043412832258,16
841728272157224962,13
841680347318370305,5
841674136590114816,8
841635548389351426,6
841635157102743553,8
841628972639215617,16
841616150903545858,9
841612878759239681,8
841607881761927168,8
841561056510115840,9
841479831887978496,10
841469068494458880,8
841449568491470848,11
841446174288687106,10
841445173833945088,9
841401035671404544,13
841385461939634177,11
841383404788678656,9
841333021236199424,11
841315332459503616,14
841307270638112768,12
841303983994077184,22
841302904547999745,9
841289744948572160,7
841282963098750976,21
841203621870096384,23
841197144694439937,8
841125411555835905,11
841114096430911488,7
841095219533754369,13
841081528314658816,5
841043748641492992,11
841031537000873984,16
841022370898944001,5
840985496746508288,9
840926616096260096,9
840890113311797248,2
840793848251109376,11
840786431350079488,11
840726629559103488,11
840685412179877888,16
840628079584264193,12
840619232652120064,6
840604486288654336,7
840510117527375872,6
840474115286917120,9
840457058700931072,12
840383790694440960,24
840338869073694721,9
840284648357879808,14
840282885466787845,10
840226828841299968,18
840224986010853377,6
840164104845299713,5
840035243507765249,9
840009817171382274,6
840004340815388673,8
839988115108327424,7
839968114511060992,6
839959263455936512,14
839921247131684866,4
839917391463211008,4
839878702435557379,6
839795149676941312,11
839789662826717185,11
839787736731160576,11
839786940614369280,6
839766998632419328,9
839626227862372353,10
839588287702528003,10
839581005946187778,11
839557854990323712,6
839515725538672640,14
839483349454422017,8
839442084599894016,11
839427850352611328,10
839419172652105728,11
839401821600944128,7
839343111486771203,7
839287741049360384,10
839261649664036864,7
839243784189771780,20
839228675065319426,9
839202259720417281,6
839197968536334337,10
839137714003931137,13
839093247247007744,9
839082377037103108,12
839074228519436290,9
839023831813599232,5
838992814469963776,9
838953857896038400,8
838889457931665408,10
838868068575109121,10
838864319911706624,12
838845760187817984,15
838838224105656322,13
838820696767754240,14
838814189602775042,11
838785753543020544,10
838722294759456768,10
838598935367274497,12
838588704235077632,10
838575110030254082,5
838554980248403972,13
838544662021427200,9
838529581825077248,8
838502128960344064,11
838500891166666754,15
838442703671164929,8
838412522784948224,7
838370481115811840,16
838305370070081536,7
838256511474335744,8
838248960594751488,12
838184054197452800,7
838142152685334529,7
838074835007901696,9
838066834263982082,19
838064535684669440,6
838036566236880901,11
838007623047917568,10
837951998007918592,9
837898151700783104,8
837890623080386560,7
837883051237650432,12
837817262291693568,13
837772575187021824,13
837707469958877185,17
837705155487346689,6
837681737656324097,9
837680968316170240,8
837675128871862273,11
837668938758647809,10
837648807303200768,21
837616057372315648,10
837476893972647937,12
837457471425953792,24
837438397924933632,11
837425892146085888,12
837422431857868800,9
837401584334225408,12
837385105018662912,6
837383020785065986,8
837369040372891649,9
837356314623889408,7
837356193576333314,20
837351558400598021,10
837349303073058818,10
837344100407996416,12
837331258237673474,12
837323211243208705,10
837288904889884672,10
837287570144903168,9
837252395956649985,27
837247616144588800,8
837230269878906882,16
837197300233613312,4
837072758014013442,15
837038489489244161,6
837033051356024833,18
837019698839621635,10
836993914771017730,9
836976833992208385,11
836916955957317632,11
836863620885676034,8
836770983725912065,10
836764647717924864,1
836710108700758017,5
836706826175545344,14
836703169094758400,19
836702545309499392,8
836692533644259334,4
836639495906787328,12
836592685356056577,5
836561849739010048,12
836559098791542784,17
836498956188332032,11
836494429145993219,12
836463551883640832,7
836417402346827778,5
836414635674828802,9
836402895381794816,13
836329293408006145,9
836323711364050947,18
836271990063386624,11
836263380587511808,10
836246677350662148,8
836236740805324800,1
836226797608001536,24
836221633002078208,8
836192684578648064,12
836136621619703809,9
836111133970948096,13
836088518740955137,8
836072086313578500,14
836041101945495558,12
836031870433374208,12
836018062419767296,9
836014215345360896,10
835996778616979456,6
835986962385408000,11
835984796597768192,11
835947990204493826,19
835915075256999937,8
835854648464588801,6
835806644693053440,7
835793228943106049,12
835745464993579008,10
835687344770547712,7
835656502908104704,6
835649322825973760,13
835542628821250049,11
835532644016406528,15
835503317950283776,13
835487032508043264,14
835466880697643009,8
835431162961149952,10
835406733031899137,8
835405673722699776,9
835404374679646208,11
835383880752431105,9
835353463982862336,6
835330244575920130,9
835298277176262656,7
835292867178344448,10
835289034729598977,10
835274614855053313,9
835255252865662976,11
835211792913686528,24
835146841985515520,12
835132007533391874,24
835069971059339264,12
835062968190545920,15
835036794215403520,11
834998796903940096,9
834983949369815040,8
834968599236235264,12
834953544755208193,4
834940388481859584,14
834930852249354243,2
834887542352789505,12
834875736972476417,11
834850330806538241,12
834842275561615360,1
834828925729652739,17
834794954396463104,6
834777338890027008,4
834717960199663617,10
834692721038225408,14
834666982800752641,8
834663740859641856,17
834659828488364032,10
834649503693230080,17
834626188282822657,14
834519000222687240,11
834491218679758859,7
834466409598111759,10
834459029397188609,9
834442901316853761,10
834415815197937664,4
834384766698917888,16
834294154133897217,12
834260691095867392,13
834256410150051842,7
834211936644526080,5
834210363210137608,8
834168082109181953,11
834158024440893440,6
834133605597212674,12
834065988190601379,9
834060519149551616,16
834040231234064384,8
834009781438382080,10
833933274858868736,6
833908863644606465,14
833896380192141312,8
833830777808883712,13
833745288452042754,7
833724927459094528,9
833715595178868738,8
833702384790560769,10
833699738721599490,10
833692194380869632,10
833673212592525312,28
833654544412340224,10
833639614602698752,12
833631267065245696,9
833602124978196480,8
833587010711478272,9
833581187285266432,9
833558311689736192,12
833535559607975938,15
833532831645134854,13
833505869379821568,1
833461960184328192,6
833457011295715328,6
833372508606836737,9
833361168756531203,12
833333766668050432,6
833315902544306177,11
833288703921549312,6
833274684917551104,10
833274445888368640,7
833257906837532672,8
833197804373811200,16
833172009056079872,10
833106434632085505,6
833092511258247168,8
833088282716147713,16
832978097548959744,6
832956619835191297,7
832914178935549956,12
832913935628173312,11
832908720506073089,7
832897506384162816,10
832816169686069248,9
832794523663290368,8
832682697830969345,11
832676997591494656,14
832656068455051264,6
832639498785808384,31
832623432177119235,19
832582875299983362,11
832580387771658241,12
832498316533379072,13
832472673196191744,6
832467445008855040,10
832433094690996224,13
832361649097023489,12
832355634951634946,10
832258954856169473,10
832255530320134144,11
832231475131056128,9
832208177613643776,31
832199259030224899,6
832167669310832641,16
832115343103492096,9
832084595805978626,14
832060855026061312,8
832042590216261633,11
832021577625538561,8
831999283389988866,9
831979735060209668,11
831979177041616909,14
831971362667425793,8
831930101025665024,10
831930090409701376,11
831923544934273039,8
831872038797242368,9
831863837305470979,8
831839786356834304,14
831803391781122048,12
831789370457866241,9
831783861579288577,8
831776313144901633,17
831707631895117824,11
831659043525685248,8
831638657790513155,2
831637143978070018,9
831625346025930752,12
831582931848138753,12
831582321652416515,12
831539965926502401,12
831533464390209536,12
831527398910857217,10
831523610061918208,9
831522140902023169,9
831518459490078720,2
831479275551387648,11
831427769657618435,5
831413747214381056,16
831410927614373889,11
831396068193624064,16
831368426845253632,7
831164747244531717,4
831151480157696002,13
831140883651248128,9
831100132393234432,8
831088664469925888,9
831016303561420800,4
830958595248373762,10
830891736369131520,11
830869639873703936,12
830868034709573633,8
830801004291584001,10
830780309104844800,15
830778487640240128,31
830710899975520257,28
830695185856225280,6
830506702474772482,10
830492785769869312,7
830491597666152448,6
830484186595201030,9
830455897465962498,6
830402893299773442,8
830356941394305025,12
830343857019711488,7
830319212254093312,7
830281084575350784,5
830234954869112832,9
830215668356247552,18
830200011342221313,13
830178325519802369,10
830153367632621568,6
830136225986134016,13
830131745525751808,10
830107333011316736,11
830100390574170114,9
830080388475342848,14
830063794051227649,14
829945496412291073,7
829942403440242688,24
829936724671205376,6
829923334108372992,9
829920647820226560,13
829871617698181120,43
829843839955435520,11
829837558611800064,9
829808346152701957,11
829795057121255424,4
829793563848343552,7
829781170741268481,7
829770593318772736,16
829722480357027842,9
829721651034124288,8
829695350806048769,7
829671155141324800,9
829668926590156800,8
829630924698509312,29
829629427051032576,14
829615888076828672,15
829612052519993346,7
829537776706154496,12
829486368329973760,7
829461058641334272,2
829393113181335552,21
829364419805184002,10
829358585058586624,10
829316402867757056,16
829181826639986690,19
829178045986660356,14
829113475532259334,22
829106479017951234,11
829074280050728962,4
828992476702728192,13
828981900819697664,9
828969120016265216,13
828949977862897666,15
828864374882332672,11
828860853730557952,5
828823365276282880,5
828792146543013888,9
828780509622837249,8
828762764344713216,9
828752140638228480,10
828715036424101889,11
828698540394299392,7
828679663224492035,11
828654826267541504,12
828644640098250753,12
828609049201618944,10
828607562903875584,6
828563932898017280,6
828535220160909312,9
828532345628155904,8
828513010805248000,7
828450492208422913,16
828431607308701696,15
828410061634408448,5
828409168499449856,10
828368957132398592,12
828325091712827393,19
828325075258580993,10
828324774262751232,8
828322304270725121,9
828315253029105669,9
828292862030802944,7
828284962650595328,7
828280037472342016,12
828270692298797056,11
828267735041794052,17
828258735655092226,7
828249575748153345,10
828236350801510401,7
828210443088969728,10
828186269452754944,10
828141359416606720,9
828136708826873861,17
828131342223294465,10
828128780136882176,5
828087000993452032,8
828078217370206209,2
828057859078320128,11
828031258794029057,10
828026101364617217,5
828002390968299520,7
828001563583070208,10
827976612192870403,9
827965559652352001,11
827871929944141824,15
827863552971128832,3
827845987813224448,10
827781493527347200,7
827683099941171202,10
827664470210129920,14
827615750265380864,8
827585066532495361,13
827559780961177604,9
827441333228957696,8
827373064572772352,10
827370045630189571,6
827357867648876544,9
827349641070931968,11
827287351713951744,8
827278561576824832,11
827234224461713409,8
827226584721608704,10
827199936504684545,9
827190222756642817,7
827189840416501760,6
827154780090937345,11
827131093136633857,8
827126962321780737,12
827068916333633540,13
827008913627283456,24
826996840373612546,9
826973940023189504,13
826935703833554946,4
826926860353277954,7
826921074629701640,9
826896675092516868,13
826887615542599680,11
826850356068044812,11
826769701074268162,9
826744238679478272,11
826724272777211906,34
826716788553560065,11
826588658337714176,9
826584966175809536,10
826583100721344512,6
826573279779434496,34
826569641573113856,10
826494705189974016,12
826482709644079105,13
826446051301261312,3
826392170865291264,7
826375978448461824,10
826367373401784324,7
826325315844702208,14
826224557052788743,8
826218750420606977,2
826207369210294272,10
826198305168175104,20
826110026880266240,11
826092754006638593,13
826057431914577920,11
826054646615724032,12
826034526887538690,11
826005207721136128,8
825984454493609984,17
825920225556234241,10
825762456362418178,12
825757946546102273,12
825735259274752002,10
825671185274904576,11
825660899780333568,14
825629562411352065,19
825591841995243524,14
825516815975645184,15
825508767672520704,0
825491763632680960,10
825481616248098816,5
825472815801446400,10
825415924639469568,23
825381684531044352,7
825372903696904192,8
825315679284903937,10
825313726744059905,11
825305427076325377,8
825273001667092481,9
825243023340617728,6
825218496955023360,8
825206845480505344,9
825153989507477505,9
825153187464278018,10
825139089863221248,4
825107630632878080,12
825084210973175811,12
825061089914269696,11
825057434507022336,8
825032136944140293,15
825006958558212096,10
824992114144641024,6
824950778641133569,10
824950601792512001,13
824928109296246784,8
824902742644662272,10
824872106642903041,15
824850642275491840,6
824847809039855617,9
824819730481631233,13
824783502226944001,7
824759132616085508,9
824719001603477506,15
824658936959737857,13
824640618857189384,10
824630754093195264,6
824513015529738241,11
824466464384094209,22
824401495022010372,7
824393921493082112,7
824362942758027265,8
824350620849147904,9
824337691693240320,6
824302116944642050,3
824295935870169089,10
824265691540946948,7
824248894456496130,9
824232196227600384,8
824212760716345344,14
824157164319215616,17
824119873676701703,27
824039590071861248,14
824032044523126784,7
824003096942616577,15
823981250193096705,12
823925905366073345,14
823912422918471680,7
823887123904335872,9
823880296357593089,10
823844571457212416,8
823841554649542657,7
823830181412356101,11
823757472825483265,12
823731817262026752,8
823712016632348673,10
823674177580253184,34
823668318045401088,4
823570213094494213,13
823533620669411328,5
823520916260974592,7
823436356412145664,12
823417736411971584,7
823372437211463680,15
823351140003749891,12
823294977308561408,5
823233913183227906,18
823233141267644417,11
823196195506061313,7
823160868661772288,9
823154665567227907,13
823129191763746822,4
823115745282392064,9
823110055763415040,7
823100403101396992,5
823071464060518400,6
823017793029341184,13
823002726015631360,10
822992434502266880,8
822984277558181889,17
822968271292858368,10
822900465444732929,5
822796160469450752,19
822771979338084352,14
822757153060651008,8
822741718940418048,9
822715429844058114,7
822698745099784192,14
822647456299122689,10
822646258363932675,4
822604644954337285,6
822592678491803648,4
822579350696591364,10
822524940243111936,13
822517967816687616,9
822486689994145792,7
822466662909747202,20
822462691713449984,10
822461105624715264,3
822452632392495105,18
822445841906548737,15
822443790938107907,6
822423709214457858,13
822394283793805312,6
822322819048488962,16
822315288783769600,12
822304509053444097,9
822238279852556288,6
822202547226157057,6
822189415753781252,9
822189149566464000,15
822176097416736770,18
822115789050413056,11
822105724591472640,14
822096286254067716,9
822048460522172416,9
822016640414007296,15
821934211124883456,11
821905015782580224,8
821866383256322048,8
821860084099579904,2
821820709567680513,10
821820482496450561,8
821801318981521416,12
821788113584455681,14
821783215371337729,10
821718899293036544,9
821694885145231360,9
821585028672950272,9
821577441328201729,8
821531916511739904,9
821526064082092032,14
821477204475445248,8
821471156595261441,4
821458375280119809,13
821409760012550148,7
821409110130180096,1
821387548903800832,8
821356906757423104,10
821356531631407108,8
821317665474154498,9
821260773070696448,12
821202716969955329,16
821185302664507393,30
821092309030858755,11
821055047014424576,12
821048222399528960,13
821046942482436098,5
821039106582933504,17
821026788423925761,13
821017169127411713,10
820974756874821634,8
820971633968091137,15
820949071175290880,13
820946696591069186,16
820849311122657286,8
820825339584712704,8
820817538552594432,10
820776593513676800,8
820720488607608838,10
820684958301831169,9
820683168336506880,8
820576883037216768,8
820557625842683904,8
820494486623154176,21
820472328199012353,9
820468147136425984,7
820451967487053824,17
820438485182115840,18
820424630687191041,8
820412949668003842,19
820383041734512640,11
820319576462331905,7
820269255597948928,15
820259433343238144,9
820209092971139072,12
820140891855814656,6
820115246631256064,11
820108218374520832,10
820103146664034304,7
820071289754783744,6
820042752758927360,26
820017620002938881,8
820015679881543685,12
819992447577190400,14
819990867335213056,15
819987887534043136,6
819920560415088640,13
819906906412163072,13
819873531286716417,8
819865862903631872,11
819787311105732608,13
819763407041810432,9
819756375706370048,17
819742723670507522,5
819698645104820233,10
819672573533360128,15
819628015210627072,9
819627459104669696,10
819587304830410752,16
819582264535371777,8
819558495871782913,10
819552173390499842,10
819538515436433408,11
819537822151483392,15
819529601013661696,9
819525588608253952,13
819469982199386112,9
819393575729430528,9
819335620669620224,7
819200954461515777,36
819149474899619840,9
819133161309425664,10
819039108198789121,18
819004135643160580,13
818970117052755968,8
818969244792655873,15
818944967099944960,11
818898100274208768,13
818832296740528134,13
818831265365393408,12
818802166106324992,18
818749258564333569,10
818730349769330689,19
818714031557083136,8
818703196386394112,10
818683315620298752,9
818656043475566593,7
818654594586841088,18
818618613687091200,9
818599176267177985,9
818593482281512961,17
818576947315900421,10
818569656831197188,11
818520143546425344,13
818493551277408256,12
818461439258193921,9
818457425347051520,7
818446558152851457,8
818358046002909184,5
818356787007078400,4
818313907467157504,12
818271596469243905,19
818269969175691264,10
818253505702068225,9
818226615691972610,12
818189242618744832,17
818169006062530567,7
818148283570946050,8
818138300108054528,9
818129387153408000,6
818125365377925122,29
818074204209893378,11
818049615329107969,6
818032016147042304,11
817995443405787137,11
817981664160784384,15
817937149102346242,7
817935494097043457,10
817927411723448320,6
817754923223785473,6
817745007419465728,12
817710126236889094,15
817697653857415168,28
817691758045888513,15
817690014003920896,16
817684707899015171,17
817679677959634944,9
817664327347945474,8
817576775890898944,11
817536304288321536,5
817511542874849280,5
817435063025618944,14
817398428493877253,9
817369906329088000,10
817348593619259392,18
817347549233287168,11
817309845749698560,9
817294979005579264,16
817256922248187905,18
817252453791895553,13
817233637137678336,2
817211114731802624,7
817181536843919360,18
817175893995061248,9
817174054255742979,18
817164318357778432,8
817138889047543808,4
817105613427773441,9
817094653686247424,12
817002969057083392,7
817000201705652224,11
816975535205183488,6
816939862515482624,14
816934988478173184,13
816864351613317120,11
816832152369303553,13
816827317012070400,12
816768674333741056,9
816753300460535808,10
816717595386773504,10
816690074809200641,14
816679334551416836,12
816645003170775040,10
816629267450707968,9
816613651218042880,14
816532373324054528,9
816496971267481601,6
816444296735899648,4
816437491595034625,9
816416801235968000,8
816416117807808512,9
816413473555017728,7
816388726301593600,10
816388686979928064,6
816382863775891456,16
816359610223394817,6
816355225351159808,7
816325162077483008,7
816306036923596800,9
816266234262130690,10
816265379366506496,9
816249599652462593,8
816225387697020928,30
816178659589492736,7
816120670178410496,9
816109264104062976,18
816075355266154496,9
815971261901930500,7
815969680967999488,7
815963415458054144,12
815936493990592512,8
815900708058857472,33
815891948829638656,9
815863737928318978,6
815860188045594624,7
815845290288807936,5
815837798750109696,7
815791626597478401,7
815771854962950144,8
815694100552761345,13
815681009245188096,9
815678891008335877,12
815660826044563456,8
815658610269229056,7
815658606641217536,12
815657111904550912,11
815645880355262464,12
815636214879551488,11
815616596152643584,7
815587052859392000,13
815558469805805568,26
815480183511625728,13
815476536715386880,7
815458790875267072,6
815441180444004352,30
815386319782342657,14
815354358904791041,7
815339253861335041,14
815334715687403520,9
815266307834806272,11
815256722164039681,12
815233248896942081,11
815227382395191296,8
815159009477087236,10
815116429972439040,9
815035667579142144,11
814999570585423872,16
814958749894975488,12
814921858793533440,10
814916588935770112,7
814887965524717568,8
814876778632249344,13
814863627899568128,9
814854515342114816,13
814825415848169472,11
814761699383263232,10
814747968251183104,9
814735274559373312,15
814726309909827584,5
814690229709901824,11
814635409674211328,4
814633636507119616,11
814633381610876928,11
814614661005971457,10
814548775817584640,10
814538008749862912,13
814524388204748800,8
814501310603083776,10
814496200963538944,12
814486251101450240,10
814463987605770241,12
814440834208854016,5
814350282410823682,11
814284576528928768,5
814271040406876161,10
814223787164139520,11
814179130858237952,12
814166560197713921,11
814141362845130752,9
814123746269069312,7
814102373366988800,9
814081100976889860,8
814040044767997952,8
814001363965321216,7
813966145388691460,7
813961465799569408,8
813957723922530305,12
813954911209684993,12
813882154673377280,15
813868063288336384,5
813861918570086401,20
813861054308581381,6
813854733282766849,10
813776570204778496,9
813751652033429508,6
813744264832237568,10
813716102375149569,11
813714860827693056,19
813686928986009600,6
813655676794834944,11
813648150678401024,15
813639514467999744,11
813637147714605057,9
813610613503098880,13
813581505238855680,13
813560721296490496,9
813423522257182720,12
813423136335077376,7
813417513342091265,10
813397730827665408,8
813391419943501824,11
813367428977750016,8
813359495812448256,9
813313403309719552,7
813313018733924352,7
813311759406735360,11
813308835649777664,8
813298078983786496,9
813245107231191041,5
813225594955661312,4
813187634235318272,6
813096326896513024,5
813062203511279616,7
813056298732363776,4
813054198262722565,6
813027938522304512,8
813024006454579201,7
812990729798696960,8
812851628743294976,7
812837195669274624,7
812832128203452416,5
812817888293879809,10
812761014773174272,7
812724579370205184,14
812713634367475712,6
812493001226391552,8
812472738229129217,8
812451334691688448,13
812442828047519744,9
812293887645642752,13
812259977196929024,10
812259008056803328,14
812243621714001921,10
812243109111361536,10
812229523899121665,10
812178466909130752,11
812079456349290500,10
812069206707621888,16
812055171786297344,7
812002327980834817,5
811985587351785472,11
811981443635232769,14
811979214069071873,10
811949953752924160,5
811934140392148993,4
811923576467165184,26
811904124832858112,12
811866877471457280,10
811795388365676544,8
811783092205748224,13
811720408147718144,19
811692519947964417,10
811687692010422273,8
811674078356578304,9
811615971270164481,9
811611687405154308,9
811599640596455425,8
811566921128607744,13
811559533533425664,11
811467240960851968,11
811398297780940800,19
811388236992016384,14
811354370302427136,12
811337388203053056,8
811320454002655232,11
811299516553003009,9
811296893586305024,10
811283530177187840,15
811268680717717504,9
811262396891176960,7
811237357697503232,23
811173509095452674,9
811148003302055936,8
811137602019618817,11
811074665292726272,6
810996291136352256,12
810994413409357824,10
810912954271076353,9
810907558097588226,10
810890208694640640,1
810857943532847104,16
810819480737685504,15
810777702798073856,10
810635764652445696,13
810613113984872448,11
810599407288717312,25
810582951402631168,11
810580385646178305,8
810570151598772224,6
810517684983070721,12
810487788630134784,6
810477469446774784,7
810458344158855168,17
810440222328680448,8
810429435438567424,5
810408757071122432,5
810346593362804736,8
810338551871242240,12
810291121486184448,8
810275857147240448,10
810264551467941889,7
810252799447470080,8
810181677268041732,10
810054434432565248,8
810043378670981120,7
810015184509169664,5
809938387327139845,13
809802805422784513,11
809678731748970497,11
809664223752155136,9
809656406785802240,9
809648973891993600,8
809622525579759616,1
809618173867790337,4
809460232124506117,10
809430831253032965,8
809390951529648129,9
809376638026780672,10
809358585859862528,10
809339586459484160,8
809324666875707392,16
809301991683932160,14
809278895769927683,8
809253656877035521,9
809239313087156227,8
809188324896342016,9
809178620048588800,6
809176307825278977,5
809144868048175104,6
809124553867821058,10
809089341574283264,8
809076551795015680,17
809073068538789888,7
809072427938484229,11
809070746064617472,13
809008204499873793,11
808944700099067905,8
808927088673693696,9
808834611652468736,19
808825589633339392,16
808818561326190592,9
808765941106573312,7
808748331505745927,7
808711086040117248,12
808606645794246656,4
808602454900228096,12
808537043160694784,8
808515723450613760,8
808446604084649984,10
808445077559263240,5
808429788780228608,18
808340856814051331,8
808329305252069376,8
808182346516144130,6
808166741394145280,8
808095829059899394,13
808054247992528896,8
808020016310448128,7
808009321053294592,9
808001671586516995,11
807994632030289920,16
807966930481086464,11
807933484769624064,3
807917930256224257,5
807880190235910144,13
807880102407241728,7
807866858036674560,4
807865522956144641,8
807820131225178112,11
807814697483386881,13
807762019164233728,8
807740222360395776,7
807728800289034240,10
807698979928625153,8
807639770142687232,13
807573981687582720,20
807540368308838401,5
807523103316254720,9
807457358062329856,7
807442273831190528,6
807386862168010752,11
807342551120363520,8
807307581815398405,10
807279504053981185,10
807228311126609920,8
807210168601677824,10
807145201433247744,7
807066255639318529,9
806986358342422528,12
806984202646339585,8
806967154943922176,10
806929396015755264,8
806901407064399872,12
806899976504799232,12
806862865638584320,13
806861315721592833,7
806819309410467841,5
806787939011162116,9
806775639680262144,22
806685158158045184,12
806680274528595968,9
806666595095429126,9
806614302476161028,14
806614272642076672,13
806608495013482497,5
806576537109725191,9
806530171167764484,8
806528723281473536,11
806508330743169024,10
806494726249586688,8
806494629344452608,17
806494290969063424,22
806492551062626304,13
806459538585059328,6
806434342843060224,8
806423309764227072,6
806422436841476096,11
806354389585788928,22
806353234306727936,13
806338048745209856,9
806301398249914368,8
806279304090783744,11
806239318062886913,8
806223464319373312,9
806179768165142528,15
806177906359697408,9
806130945556381696,4
806105918345650176,13
806090815558864896,9
806043752682889216,18
805993187236085760,9
805976933431463936,8
805966520945954817,13
805944885987737600,8
805940946747715585,9
805907873079422976,9
805906379202445312,15
805868448244961280,9
805818776067440640,10
805809209971474432,5
805740598112071680,4
805736689239031808,10
805704780903542784,9
805678011194441729,16
805585755812876288,10
805553334639792129,10
805549032634515456,9
805510906826412033,8
805506966579650560,11
805506289157730304,10
805502177443774465,7
805483945076948993,11
805440504607412224,10
805404552958722048,10
805390594231169024,9
805350950022037504,28
805350164751929344,6
805320745157066752,11
805247628724305921,8
805217166794625024,6
805103670891343872,11
805093584311619585,10
805031857305874432,12
804990149478195200,13
804971693315919872,9
804941844677271552,6
804889411456536576,9
804850140968325120,8
804802271229964288,11
804769062194659333,13
804767140226232320,5
804758434029699072,7
804739482805239808,13
804717925584306176,14
804710468967366656,5
804691369348497408,5
804679766829764608,11
804630179268231168,19
804606819993784321,11
804571598409895936,7
804471643867385856,9
804460770805350400,6
804442566766841856,8
804421547406475264,16
804357876575862788,14
804338537718022145,12
804330494120824832,6
804319199619334144,11
804304045578027009,6
804210183073394688,10
804204809934884865,8
804203378129694720,9
804180781694390272,12
