id,PT_formal
831274602852732929,12
831264282587308032,12
831245340229697536,7
831217884554678272,5
831213373320732672,13
831205674327609344,12
831136584674209792,10
831133829356216322,7
831095447406141441,5
831066093900926976,8
831024616709697536,12
831004980807086081,7
830993679703736320,13
830974781679865856,8
830948564297723905,5
830893875531112448,10
830874996658540545,7
830867094069735424,11
830824816961867777,8
830806184257024001,7
830704127931985920,16
830578018590547970,0
830555769384890368,11
830547313026293763,9
830520491068817408,8
830502164904632321,8
830438796059611137,7
830431453053853697,12
830431210107203584,4
830361749085966336,8
830348182840295425,5
830312927399907328,5
830265138800386048,12
830247032048775168,12
830217295972675584,9
830197171920261120,11
830189875223621632,9
830177786543341569,10
830129981237891072,20
830126088474992641,14
830123806215852033,13
830099027555389440,13
830096699964190722,6
830096364285677568,7
830095441081561088,11
830094501532274688,8
830073870086438913,11
830068952734773249,17
830054070585024521,7
829920264297312256,11
829847871377772548,7
829845998486843393,13
829789129596604416,15
829747574752026625,11
829713137762963456,13
829700096048644096,2
829694085300625408,14
829691385720737792,6
829661752996593664,12
829649798084976640,8
829637490252333057,10
829613329303887872,9
829590658960723968,11
829570605125079041,14
829513607612346368,13
829487431682551808,15
829479977057914880,10
829473279811452928,8
829446683876548608,7
829434322008420353,14
829427836993863680,17
829419201571926016,8
829385503212445697,2
829373254997594112,4
829312338989809665,9
829279322729021441,10
829268540427497472,9
829264123972186117,9
829259490558144513,5
829200863403053057,8
829193551611383812,16
829175992157605888,9
829141670079889408,12
829090869454192643,17
829022682448556039,11
829008077215129601,8
828968270015365120,9
828928621024784385,8
828921502825316352,6
828883768790417408,11
828878101010587648,19
828872073586040832,9
828870915823923200,8
828830707866861568,7
828818423123677184,10
828816066394533894,9
828807259484467200,10
828763206952873984,11
828744604308615172,10
828728984439500801,11
828722107966189568,14
828720572569759744,10
828717679473258496,11
828690739890683906,16
828665478361018369,5
828606746746822656,5
828589059249369089,9
828518530039508992,6
828383469784924160,5
828370224076447744,10
828319972115963904,7
828310559560962051,11
828302730179526661,12
828266940158316545,13
828142869701615616,7
828032935508967424,8
828019321364418561,14
827954636971720704,11
827928400346173441,7
827902285774802945,13
827902045801869312,14
827893794070724608,14
827877599623917569,5
827861792508489728,8
827811688711876612,9
827810700299010048,8
827748689364000768,11
827747540565159936,16
827720844478644224,13
827718911563030528,7
827675547840999425,14
827667996327944194,6
827635195239075842,5
827634253382959105,10
827596278628499456,12
827552481190232065,11
827494874161233921,8
827396203490926597,6
827383363551911938,8
827320095638769665,11
827299707126812672,14
827276714308837377,6
827242200819961856,11
827203445987868673,10
827202928117178368,10
827169780788580352,10
827160601814265858,7
827127177867120640,5
827099266267086848,9
827076452977881088,8
827049600162942976,13
826994794043826176,8
826893137952010241,6
826871802940911620,19
826845322068578305,8
826841219670167552,5
826817397755633666,7
826807483129856001,14
826662630781808640,13
826643261091610624,11
826588409254785026,11
826554679932895232,9
826534747186794496,13
826495674900439040,14
826494733199486977,8
826468094579187713,10
826407707175485440,12
826384535008976896,13
826191763110973440,8
826183247176560641,11
826174448420151299,14
826167686279344128,13
826113757503975424,15
826096613861027840,9
826033352696283136,8
825889214415921152,2
825886915861893120,11
825869643063623680,9
825856313141886976,12
825788163314548736,10
825784534692159489,6
825782334687412225,11
825779047842119680,13
825607163598958592,8
825523650556264448,11
825511049663221761,10
825500668630794241,1
825498624083718144,15
825482074467340288,10
825476311049191424,17
825335892185382912,10
825313425274392578,15
825290091115532292,9
825164855472640000,7
825164782118412288,15
825138872153677825,8
825131311056691200,7
825077170129207296,8
825051866534850561,12
825035410283831296,12
825029138201329664,17
825024956949995520,9
825023846822641665,10
825023322354249729,11
825012460130357250,18
825001802194096129,13
824987879071969280,16
824985571818889217,8
824980419959455745,15
824960150440181760,15
824933658976976896,10
824926442475626496,9
824919884916219904,10
824892663086227459,14
824868237854642177,15
824807907476852736,10
824737201066037249,18
824728541006749697,17
824700794016403456,11
824695452968873989,13
824691826170814464,12
824660697858605056,14
824648099796832256,13
824641696935923712,7
824635474518114304,6
824618051853230080,14
824604746107478016,12
824595244972933120,9
824385382280298497,21
824365068414554112,6
824350439101648897,13
824339328633622532,8
824295310704996352,10
824264328845082625,10
824263091529613312,21
824255648317734912,6
824222197447270400,22
824192087608492038,13
824178613339750400,13
824150114885312512,7
824142261197881344,7
824115630282539008,10
824100266890973184,11
824089676676005888,11
824014691634737153,15
823996639622918146,20
823957293893042178,12
823956808310161408,12
823951561663594496,20
823947999839653889,6
823944003855011840,13
823941309966798853,13
823892228724715520,7
823882204329742336,11
823874506162917377,13
823874028515590149,7
823815156933292032,12
823779920400838656,8
823688632905138176,8
823676564781010944,7
823675807461769220,7
823646244178423808,7
823608641395658752,16
823588614324027392,9
823587831192973316,11
823581604970987521,7
823581574738354180,11
823580199828815872,15
823566144145620994,8
823542311191724033,10
823542070325415936,15
823539535514464257,20
823531875977351168,12
823523432054669313,9
823514120678801408,6
823487145692327936,10
823477880042778624,10
823453551804448768,13
823421418398449664,7
823369814924259329,6
823337385480126468,6
823282610461937665,7
823282346652790784,6
823271831411052544,12
823271765828927488,8
823260037908930561,13
823255460757250048,9
823232743832227843,15
823223747033395200,11
823220481419575298,6
823213648789110784,11
823117640000475136,8
823047551234482177,6
822975649006555136,11
822974931268931585,18
822964752980803584,12
822901847925067777,20
822873075511394304,9
822869345894285316,11
822862829883715584,10
822842632296665089,9
822836655551901696,6
822822303583113219,8
822815331265683462,13
822779529752035328,13
822667483631026176,13
822657481642037248,8
822651443010269186,16
822587073823698945,11
822586303153930240,14
822571007714197504,11
822559348425691136,7
822410600395534336,5
822365819174797312,8
822364554315362304,10
822315315283443712,8
822307673857085441,7
822262589984047104,8
822188124872867841,8
822186970344550400,6
822184983850721281,5
822181506718298112,15
822164235815948289,8
822111659384774656,5
822026878596694016,8
821991649601552385,8
821976255637651456,9
821964881901387776,10
821945419051700224,17
821937984660348928,7
821933959391170561,11
821881164864622592,6
821871809679212548,10
821791520571424768,11
821790511400828929,10
821765586174832645,12
821765101195853824,12
821745215820079106,11
821737666668597249,8
821711641637048321,12
821708750096633856,8
821686169683509254,7
821673351949221889,8
821658674322141185,13
821648346620301313,10
821625702676123648,14
821613346407534592,13
821567951992225792,14
821545929601912832,7
821456116169277441,11
821450462482276352,7
821391890738249728,8
821386609165737985,11
821373579992399872,10
821364067914944512,19
821351215267270657,13
821350128455942144,8
821221014570995713,10
821207833572098048,9
821205405778907136,10
821177001440636928,13
821176882175627264,13
821141987378085889,7
821129915386957824,8
821122869715464192,10
821122174194827264,10
821043136650735621,9
820994144541745156,17
820976844937818115,10
820958648843247616,10
820926571389259776,4
820880783179214853,17
820844096763871232,10
820821612983422976,12
820763875704500228,8
820741855759347713,10
820724873542701056,10
820692045782196224,9
820656006279659521,9
820646743834501121,5
820609035447767040,3
820545129421434880,5
820473603439390720,11
820473130321899522,5
820407654275223552,9
820398101009756165,4
820388172899250178,3
820385469334700040,9
820367388654895105,17
820333412615671808,12
820326766854213633,13
820280114684563456,13
820239216080801792,1
820225972138033152,10
820173928127721473,7
820159765359669249,12
820154543522582528,9
820118272431493120,9
820077633933168640,13
820064662817533960,10
820007544647274496,9
819992667295772672,8
819989907129122816,14
819975185944219648,10
819960947540377602,11
819952025286963201,16
819889750647668736,8
819856540731637760,20
819846198622388224,12
819826642667376640,10
819815463840608256,6
819808477295972354,6
819770644204130306,1
819760895576408065,7
819729700478189569,15
819700494381842436,6
819663966108610560,11
819646303122690048,17
819630527527403521,17
819569621636366337,5
819521016938504192,1
819514269360193536,8
819441305055035392,5
819416120318984192,11
819370904023105536,8
819344523159605248,10
819296496663134208,13
819244415256563713,12
819237685890052098,13
819187407786508290,5
819185711383449600,7
819166975872016385,7
819109123593736194,13
819087702612176896,18
819051134115598336,12
819031081475313665,13
819008663214063616,6
818955596548476928,7
818919736058740737,7
818899842420260864,14
818852427826921472,7
818802082799042560,8
818770380349378560,9
818735442832986113,8
818708975336247296,11
818668533471125504,6
818650094308356097,13
818615892250599424,12
818593249287929858,5
818585899214786560,9
818582178317496320,13
818577347679055872,12
818557736837324800,3
818532852891611137,6
818512991478026244,12
818506878229639169,15
818492806998228995,10
818480203064373248,5
818394690592636928,6
818278914414047233,10
818267827064938496,16
818250141954174977,10
818245302494883842,13
818198604825460736,15
818113393752215553,16
818099572853641217,2
818061955910995969,9
818057413131640833,7
817990222092832768,12
817951895675355136,9
817943919329677312,9
817898845996650496,10
817888502243332096,5
817851545333235713,6
817849651785297920,12
817825671896584192,7
817822505855492098,9
817712586414325760,9
817694022282031104,7
817593112658870272,7
817545215531741184,2
817515645587832832,12
817502469282480130,8
817495374827061248,6
817488430393421824,12
817482638906761216,8
817470044502454274,7
817425792112201731,8
817409845099892737,9
817399577556951040,13
817377183001878529,11
817355046501257216,15
817333894362071041,6
817321061893214209,10
817313397603766272,12
817271944231944192,11
817270980930404352,10
817261616307679232,15
817256892829306880,11
817244995971411968,10
817193988981747712,9
817184160632766464,9
817174124409868288,13
817152228217786369,5
817090875943747584,9
817041452920426496,9
817031422263304192,14
816967482611220480,18
816912700861272065,9
816887027216084992,6
816886346627379200,7
816863836380819456,12
816859272822669312,12
816857025615372288,20
816790493354807296,7
816782519450398720,9
816751058873552896,15
816746024031162368,11
816741010776739843,7
816739348053970950,12
816721971069276161,9
816713026044887044,21
816710744163184640,8
816704663575789573,9
816688036763303936,8
816672666253926400,18
816666485787688960,11
816652155150999553,10
816633507271376896,4
816610795320709120,5
816579606744535040,13
816575912800124928,12
816549729517584384,6
816519545821204480,18
816495880211603456,9
816485811944296448,9
816474007419650048,12
816449112795181057,10
816440267129626628,11
816433833474072580,10
816399753336553472,8
816366542908772352,6
816332314250768384,5
816267883537805312,14
816123699367649280,6
816115163241844736,13
816082173103079424,13
816063532479483904,9
816057765349261312,22
816009597018312704,4
815946253938937856,16
815940717143085056,9
815933051117178880,9
815921850895040512,6
815777392341811200,16
815729326150844416,10
815723556604616704,7
815665825776603136,9
815618089106673664,6
815614331668795392,8
815601396946976769,17
815587408985079808,8
815543394244104192,10
815543364305166337,9
815504279138168832,8
815482701407023104,8
815480201102716928,11
815422556169609216,9
815407235715203078,8
815403777595412480,13
815395060237922304,2
815389356177391616,11
815350549264605184,13
815345422168453120,8
815271328777441280,8
815271317800828929,9
815265357942452225,9
815260912248651777,5
815227072700219392,4
815195356308893696,9
815131952948781056,7
815118801750622208,11
815101436606431233,18
815087133568344064,6
814989462933487617,4
814959276443795464,10
814887086910271488,7
814882969198280704,9
814864711577636864,1
814831095191601152,13
814823190056812546,0
814803230475436032,15
814713884057681920,16
814659959531114496,8
814493736721928192,5
814490550174945280,14
814486191097741313,13
814483534144569345,5
814461075425021952,3
814372928368365568,9
814303972701904896,10
814264699177041921,18
814256697720139776,9
814206792934821889,16
814153667406336001,16
814101348274749441,10
814071701868789760,7
814055284578643968,12
814011316411240448,10
813985864791396352,11
813952657694064646,5
813853428157939713,12
813813199136952320,11
813807476487450625,3
813786036216152065,11
813785842871398400,11
813776462775926784,20
813746111924097024,14
813731966667341825,13
813716058498625536,8
813693410892808192,11
813648866348253184,6
813617415561052161,4
813566859828195328,12
813537889434955776,11
813506929498562560,10
813476309691142145,12
813461574480527361,10
813422476566953985,9
813422081945849856,11
813399097306652672,8
813384899646332928,10
813364997191569408,9
813263683048603648,4
813246170747183104,15
813220333335511044,6
813150720828567552,14
813136465802723329,10
813132451216297984,18
813119629648281600,14
813077867458396160,10
813048673840009217,14
812930885704159234,13
812881142307319808,9
812858017712656384,7
812810090113736704,12
812771146387046401,12
812714712781746177,11
812611466721370112,15
812573994754805760,6
812570305403174912,15
812560298385305600,2
812540534531194880,11
812515146790739968,7
812500801574703104,7
812484623515156480,14
812476394861051905,9
812467834236391425,12
812402183060750338,9
812362507939696640,14
812349658970394624,7
812331643260248064,15
812318161056006149,8
812310018280275969,16
812296773641392128,6
812206881649389568,9
812043827548721152,10
812009879187623936,17
812009059243147265,9
812002517840232448,7
811979794397233152,6
811961499463913472,13
811931801727995904,7
811917476938313728,12
811904258887024640,12
811889275230887936,11
811888065316814848,11
811762460415983616,13
811651842262245376,7
811649359830020100,12
811556578667048960,13
811534948574302208,7
811507758377775105,12
811345443716288513,15
811317570594869249,16
811298905719787520,17
811268178013585408,9
811233201167409153,7
811201092247842816,9
811177305007648768,14
811167490902343680,9
811150445108412420,8
811134324628226048,14
811121742332706816,17
811092551965036544,7
811069881277943808,9
811043842547970050,11
811017049002704896,9
810967229370023936,10
810924897513836544,7
810918141937205249,7
810915231518126080,12
810900535389863937,11
810887661095419904,8
810887417787916288,12
810848188777328641,10
810819481983455233,17
810819029476802560,12
810754060903182336,10
810733667668656128,10
810703709982302208,6
810566557998923777,12
810559167949926401,13
810557270211883008,15
810515070765690880,10
810507415766515713,13
810496120287858688,19
810458134330441728,6
810410156668448768,13
810360484545314816,10
810356418616430592,12
810321653058113536,14
810221777209139200,16
810213373988061184,2
810198127223283712,10
810176699568635904,6
810171454998409216,12
810167690082078720,8
810154859760680961,11
810144064368689153,10
810143030531543040,14
810141254105309185,18
810129939911602177,18
810127469063917568,8
810023494985674752,12
810010798307282944,7
809970798127644672,12
809947654990024704,7
809944576387645441,9
809919620614389760,6
809888895693262848,10
809884618656808960,9
809871341956567041,10
809860704534745089,13
809824163649028097,14
809807867494760449,18
809805317009772544,13
809796572661817344,5
809783406645092352,14
809779370495791104,14
809778870438297600,13
809744572918153216,14
809684517858459648,15
809673823935197184,18
809659085637451777,6
809609638513639424,2
809577307644030976,19
809561433130287104,9
809560231302889473,8
809551118829318149,10
809528924367683589,0
809506305387982848,12
809493486881898497,6
809477143277105152,9
809473177248301060,13
809465653962870784,7
809464391863152640,11
809434146040872961,10
809429841413971968,7
809420011198615552,7
809313627945795584,8
809305747779555329,8
809299225959944192,5
809276675137617921,7
809223461767938048,8
809208387300970496,7
809176086517055491,10
809173243907211266,7
809156471644635137,13
809139413263519744,12
809115916164300800,12
809109475571408896,10
809062633420816384,5
808964321581604864,9
808890542427959297,18
808844362520076288,14
808822483675709444,10
808747081846374401,11
808710670200008704,4
808684177503588352,10
808599274074374144,12
808586281269792768,10
808581861811232768,11
808580971964469248,9
808537217685749761,5
808484621314707456,15
808479306779344896,8
808441120845918208,12
808436154160873473,14
808412856878174208,13
808407348008128513,10
808399717075914756,13
808397008134279168,9
808390674601021440,7
808369319696539649,5
808346868002521088,13
808279123684691968,9
808247219954520064,9
808234290844672000,9
808189139799724032,15
808181351958671361,9
808095283146006530,7
808060063759921152,15
808057997981347841,7
808045262233108481,17
808038908177088514,15
808031604320993281,8
808004937280081920,7
807980080647573505,13
807976491191586816,10
807959316531703808,9
807953084240564224,13
807849901782495232,7
807796960379961344,1
807701437551693824,13
807651451103313920,8
807618635674124288,15
807593732174413829,21
807590727110823936,7
807586216967344132,7
807579396974505984,3
807578114867871747,6
807525588491730944,10
807517212017852416,11
807510850135269376,8
807500294103957508,12
807487455054041088,7
807470719017844736,12
807362369697349633,9
807352927782313985,9
807302585870913536,14
807295631014432768,12
807266411332640768,12
807263794481217536,7
807206229823066112,10
807157258970873856,7
807146493622763520,14
807130407988760576,10
807071033496928256,15
806970819939303424,11
806951740314677248,8
806884863559208960,9
806865445831770113,11
806835748691410944,11
806806510135169025,8
806781616102273024,14
806778595049934848,18
806762761422147585,12
806749085159960576,13
806728799198924800,9
806723756290809856,6
806721032602218496,10
806658329682526211,8
806654090780569600,7
806589107019386880,12
806584095279120388,8
806579971862851584,11
806571081628844037,3
806558904582713344,9
806547575411195904,8
806547217683255297,10
806521314521575425,7
806510080883589121,13
806438117699883008,10
806433379998662656,14
806411169472937984,14
806386259119611905,11
806381689605947393,11
806365721999589376,7
806328045384728576,8
806294416105340928,7
806254656578080770,17
806242172328640512,11
806241818052534273,13
806135691096756224,6
806084209924141056,14
806043614514069504,14
806041683448254465,6
806020599852187649,9
805964553737617408,10
805945104972255232,9
805841448444764160,11
805834389737406464,19
805826715868168192,7
805706029300404225,5
805680646911836160,11
805676604743712768,7
805646402902773760,19
805619480231546880,9
805618499326451716,17
805607390976557057,12
805600116631597060,11
805565164951048192,11
805529870239404032,10
805497952093474816,9
805483110813024256,12
805466441218723840,3
805460247007600640,7
805427601527414784,11
805426444738379776,4
805413878117072896,9
805410040085614592,10
805393749782171648,18
805320737393377280,8
805253069705539584,8
805237438373167104,9
805169745037180928,7
805143250239680513,11
805135016758038529,6
805108865666871296,8
805071346271191040,5
804990490697433088,5
804986289313484800,14
804918980976799744,6
804853300092870656,4
804756357354164224,14
804707843228180482,12
804605094004191233,9
804596333432700928,9
804540397871632384,5
804531809593815040,16
804508151827546112,11
804503352155389952,11
804502773966446593,13
804454607716020229,14
804452774213775360,12
804437944698306561,9
804402500879192068,10
804399754130194433,9
804399647489978368,14
804331896960413697,16
804325551292948484,12
804309174473596929,18
804289449643442180,10
804288940765085696,9
804261790540505088,14
804183244493103105,5
804156980281667584,14
804133420104355840,9
804131001710546944,10
804121272967983104,7
804119512010424320,7
858435726257528832,12
858405611062558720,5
858387587987365888,8
858382080941727745,13
858362802519633923,11
858360136276086784,6
858351082812133377,12
858312247537520641,7
858311661098283011,9
858307740313284609,15
858245872802349057,8
858179732285800448,6
858129505768132608,10
858116220683522051,14
858086719509417984,16
858048174249791488,15
858033129562550273,15
858000621995270144,13
857999444356321280,12
857991563888218113,13
857990053221597185,13
857988090102722561,14
857985580734480385,16
857977636894781440,7
857957613241331714,17
857951287597555712,10
857938577459642369,11
857936075603537920,9
857872773905076225,11
857867239327924224,17
857845735240478720,11
857798047509745664,13
857769816282857472,9
857741193496735746,14
857728098682499072,15
857685832068718592,3
857684800118956032,10
857675828859068416,8
857636719818100736,13
857507122896146432,7
857460066034823168,7
857459367351865344,10
857370709550616576,11
857366456216023041,14
857341913954832386,14
857329107100717057,12
857288979443568641,10
857278320605626368,9
857237883563933697,14
857232904623095811,11
857214094604152833,10
857212922832928769,9
857211135497469953,0
857202877017845760,12
857185018413817856,8
857149790672617474,14
857003108832096257,10
856920087961501696,11
856895617511174145,16
856876991479521280,11
856847769117569026,8
856822968906907648,8
856715869321404416,8
856711393046933505,18
856690751861903363,8
856689512013025281,17
856674185594228736,10
856666347778052096,12
856665065868677120,10
856662932079476740,12
856662210545942532,8
856635255544881153,13
856593561944457216,9
856576246167240704,8
856570577037012993,6
856533726309879808,10
856513813759262720,10
856491327294451712,11
856446514536861696,8
856432661707055105,8
856429273812520964,8
856408625396494340,9
856404045958971393,7
856399520879583233,8
856392610155515905,10
856324316023181313,9
856278513313361921,15
856213333040656386,10
856180333934465027,8
856168057915551748,12
856153219914977280,12
856096075786178560,12
856078675451760640,9
856052021102870529,8
855964165906862082,6
855957042800074752,12
855887975414214657,12
855885658312888322,13
855861516712726528,10
855859122390126593,10
855853714514554883,12
855826536489996289,11
855806906312601604,9
855805977194631168,6
855768950910705666,4
855722916960505856,9
855688774784823296,8
855636052538773504,11
855627125617045504,1
855611394800091136,12
855586964166385664,9
855568820018311168,10
855551996534849536,8
855537736068980736,13
855533477810380800,12
855430745875263489,7
855388294158311424,9
855239954393444353,7
855233415372824576,8
855201890564530176,7
855167593216331776,17
855101306360528896,13
855092093894766592,1
855088789433315328,6
855074453801369601,17
855022003765604352,11
854925741644849153,7
854826444048007168,8
854783892083101696,12
854740081697009665,4
854730059625582592,14
854727557610078208,15
854708040058253312,7
854668435707580416,12
854595534182633472,7
854578110477422592,6
854462136902443008,5
854454554263523328,9
854432733204008961,5
854386576767557632,13
854364913392906241,7
854354958413701121,10
854323120076972033,14
854320653121585152,10
854315405577519104,7
854258225348259841,13
854245567760928768,11
854204558830161920,13
854193790172659716,12
854180884999798784,12
854145858320945154,10
854119091048677376,19
854099741487108096,0
854085369456992258,9
854071736991657985,17
854056876815912960,8
854053843847565312,17
853991068764864512,8
853978938141540352,5
853977514280194049,11
853966525706981376,7
853854688214515712,5
853842965231525888,5
853839477260914688,10
853838260023566337,9
853749364849745920,12
853713054357389313,8
853699983979159553,11
853631602433380352,15
853610333088477187,1
853596793959059460,1
853587142030872577,9
853570323186417666,1
853496467457290240,10
853437294497366017,7
853376894322003970,16
853367380206137344,11
853365589619986433,10
853365074307813376,3
853350340506378240,12
853342482016329728,9
853311969100795905,17
853222131840286721,15
853219659444887552,15
853204190121865216,9
853147882127360001,10
853139190447579136,13
853122243257356288,3
853107892739870720,9
853069145344270337,16
853063743084924928,12
853029175447482368,10
853026584273580034,7
853004981623980033,13
852959686727000065,11
852944030044491776,14
852874724585734144,13
852865537621340161,13
852842623706349568,12
852822676179517441,11
852804874328694785,9
852722791589625856,10
852688501745172480,6
852679799055065088,9
852632019666296832,16
852607577305251842,12
852587127774818305,9
852554765435363329,10
852536119195451393,18
852501665651589121,12
852434337597444096,10
852377323852763138,7
852311423782973441,3
852292752373157889,10
852282450914967554,12
852266326857068544,13
852259421602406400,11
852212108301348868,11
852197167649390592,12
852190034727927808,14
852171610543009793,11
852164401650118656,7
852142793124433920,2
852046127742410752,10
851986481484845057,8
851953264014876672,12
851917827799998465,9
851881542360158210,8
851844901339877376,16
851838552828784641,8
851798244346802178,10
851790905451347969,12
851759234907877377,7
851736589264986112,19
851734788117590016,10
851703890282262528,11
851699147845632002,9
851698095930978304,11
851675179168047104,9
851616652898729984,0
851606833600933889,9
851569236745089025,9
851560939883077632,13
851552123376586752,13
851524510297849856,17
851505499140792320,11
851493419759357952,0
851475742185672705,15
851459399096860672,13
851452975235125248,14
851437229180428290,4
851413729761787904,9
851387888201814017,8
851386787931070465,18
851368339775655936,12
851361161157246976,2
851351308372254720,15
851314962291187712,9
851135640964083714,15
851117650281455618,14
851116246116352001,7
851102433388441600,8
851082299575853058,10
851064659977359360,13
851062092400603136,12
851020112572194816,9
850909651512307712,5
850854564756639744,10
850840682524811264,13
850821651000205312,8
850811774844776448,0
850785168357031936,9
850783876314259459,9
850779463935819776,13
850765237666148352,14
850747819954720768,6
850745947621642241,8
850735264800669696,17
850713141075996672,10
850651481363632128,15
850463478682976256,14
850443560117612544,11
850403586093830144,5
850316907697889281,14
850312143614476293,9
850219140597948417,16
850210720289439744,9
850203516563935233,8
850203231267557376,9
850189140494880768,11
850112522673946624,6
850065831912505344,13
850045441865428992,9
850042241498439680,12
850037308040544256,10
850016558902640640,10
849983611298353152,5
849973776255250432,11
849826773437222912,14
849785898447368194,18
849776197366140929,17
849773033816559616,7
849750018349248512,10
849742605919408129,12
849666858097807360,0
849661241345888257,12
849656031269588994,10
849655884934516737,17
849614369587699716,7
849613601388118017,8
849594994528792576,13
849584151439200259,11
849524729040052226,16
849524510676008960,13
849479976638447618,13
849403739664527361,10
849398365079179264,13
849350902972637184,16
849348937442095108,10
849342713803800578,8
849325270830075905,11
849324573506097152,6
849321265215262720,9
849286952855711744,9
849211414627725312,11
849177845461012480,11
849158922304757761,14
849109052806356993,17
849059223380033538,10
849042839732465668,0
849037816487084032,11
849034791731306496,15
849011381739421696,10
848975910636335106,13
848974966380929024,11
848919403659964416,7
848880420330635264,12
848814833923497984,7
848808452319313920,12
848784655759396864,13
848738927955628036,17
848691287423422464,9
848675659207651329,11
848671392862273536,11
848664129040732161,12
848655316212428800,15
848650269328109571,8
848592541037539328,8
848588593023127552,11
848588088477491205,11
848565781600272384,16
848556085791404032,14
848499363081048069,11
848395406547587072,3
848329510172987392,13
848316552474656772,17
848309004287791106,15
848266237884776448,7
848229279351656448,18
848223459067002880,10
848203305889214465,9
848199248789352450,12
848181981967941633,13
848141511309107201,0
848121022717014017,18
848072482527604736,9
848015845913755651,11
847977999811002368,10
847912660880543748,12
847893774055460865,11
847884043609931782,11
847880843074953218,14
847868099068125185,12
847853997532876800,10
847826138315575296,17
847818365917908998,8
847807429056372736,11
847773707661651969,5
847746053105373184,11
847742766914449408,8
847644897137971201,12
847533966794141697,9
847508184851816448,13
847503463466455040,15
847498725228371968,15
847471136791076864,12
847462534512652288,12
847424328945631233,12
847391930325450754,6
847365801589866497,7
847362427184324608,2
847359891828162561,10
847320235770224641,4
847256833001627648,14
847245265748623361,5
847229145587171328,9
847212394103291904,9
847210614053376002,11
847198797512036353,11
847186777781780484,14
847186650815967232,7
847180247552475138,4
847171015205576704,12
847125713820024833,12
847124965535207426,16
847102541800374272,3
847074617399369728,7
847048427145867265,8
847042866002190336,10
847038149767417857,8
847030574946533376,5
846944022597918724,15
846940705314484224,8
846890459586842624,18
846836884001243136,12
846823473884344320,15
846821930384678913,13
846808504262287362,11
846806100297105408,5
846799770874195968,14
846700212915720192,9
846648138274353152,9
846640583397593089,18
846630996430770176,8
846531840760598528,4
846496808452861952,9
846398304531435521,4
846368788824162304,6
846368539133009920,15
846342294894755841,13
846328444027895810,3
846312370272194560,9
846310292732678144,11
846202950095716357,13
846185027784396801,18
846160323744714752,8
846114280940490752,12
846079560005406721,15
846049218754203649,5
845999883798679552,8
845870429411553281,9
845778823727779841,20
845773472714379264,19
845772302839091201,13
845722959121604608,10
845721895551090690,5
845671651324936192,10
845662834696634369,17
845654022904254464,7
845616895910850560,11
845587315695112193,15
845571424249106432,10
845569770103681024,5
845550333053063168,9
845538243995062273,15
845522913944109056,16
845466519475798016,10
845465055936303105,1
845440362915287041,15
845439968478683139,9
845421302043348992,9
845418709133021184,10
845408038228049921,18
845357058803318786,14
845343171840237569,2
845312262332207104,20
845307676057788416,1
845259404760903686,9
845203529182588928,7
845195495660142592,7
845189971703050240,11
845131969419624449,7
845116229471883264,10
845077767163187202,10
845057031581188096,6
845053053590011904,6
845052788761673729,7
845049966313680896,13
845038841501233152,8
845037920809631744,12
844992525693665280,7
844977316958781441,14
844958947891122176,10
844955507190321152,12
844954676613300224,11
844940506832556033,6
844918103247020032,11
844898323098091520,10
844879797318770688,1
844869610352521217,9
844814232939986944,6
844727686358544389,13
844714085459660800,17
844707886517358593,10
844703997676150786,13
844662213814161408,12
844616051728039938,9
844600592567799808,11
844577467109167104,14
844567852531286016,8
844559570253103105,13
844521663421202433,9
844505220864512000,12
844447572886507522,18
844349164825776129,16
844326571896950785,6
844293152320241665,15
844290311635505152,12
844269888428539904,15
844237536709021696,11
844218055546863616,7
844217044530860033,9
844209411526672387,17
844178031056961538,13
844176300889784321,8
844144084323368960,12
844103294079418369,8
843940588319924230,8
843894673357848578,16
843848795456716801,12
843841301263147009,17
843840440961060864,14
843838065718284288,15
843822341708795904,19
843781090011762688,13
843774117853782016,22
843688555285168129,7
843680009244069890,12
843553838812610561,10
843532682319618048,11
843522518669508609,6
843520099600551938,8
843502902937374720,13
843492310658797568,10
843480940529770499,13
843453450469998592,12
843431861544091648,7
843413144915599360,8
843399964000698370,9
843369088680427520,4
843328397182824451,9
843289761213222917,8
843250757231136768,8
843227523630665729,13
843190523800313858,11
843186497343967232,17
843182467980845056,9
843159499838054401,15
843151287160061953,22
843134488121135106,12
843127860751687682,8
843086941776220165,9
843016373446103040,14
843015174294568961,5
843010334021439488,11
843001542563299328,8
842975867777302528,7
842895195716882432,10
842860474974834688,0
842834258364317696,10
842809141093634048,3
842801505488969728,13
842747375034732544,8
842738291925565440,9
842723808956088320,4
842707853601361920,14
842653499485753344,7
842638405481709568,7
842581271251505152,8
842574152234090497,13
842531090594054144,11
842498845565210624,9
842494897030660100,17
842488144155070464,9
842446675306266624,11
842422756474011649,5
842400366729793537,10
842360582309330944,10
842337907369230337,9
842256538580451328,14
842199155594407936,12
842177894801629184,10
842138712859275264,6
842136355681497090,8
842134072180772865,15
842042654376529920,7
842004967032528896,8
841999961608855553,15
841947526131535877,11
841884282385797121,17
841883363250167809,12
841855230153261057,8
841826334619897856,11
841823980730363905,14
841747494681907200,6
841715429135532034,14
841679354363031553,6
841676470296682497,12
841624517311094784,7
841599817138749440,12
841560782122840064,13
841405009145282560,15
