numCharPostTitle,numCharArticleTitle,numCharArticleDescr,numCharArticleKeywords,numCharArticleCaption,numCharArticleParagraph,avgSimilarityPostTitle,capitalPostTitle,avgWordLenPostTitle,avgWordLenArticleTitle,numDeterminers
76.0,76.0,126.0,98.0,737.0,3127.0,0.05103940471876974,3.0,5.875,5.875,1.0
57.0,46.0,98.0,115.0,0.0,5399.0,0.03483908409747116,1.0,6.0,6.666666666666667,0.0
77.0,22.0,47.0,0.0,288.0,5997.0,0.05276765089893027,3.0,5.0,7.5,0.0
102.0,100.0,182.0,65.0,26.0,5450.0,0.02705555151504867,4.0,7.5,7.5,2.0
116.0,40.0,190.0,548.0,1838.0,340.0,0.025618384547902058,3.0,6.0,6.4,0.0
63.0,55.0,119.0,45.0,7.0,584.0,0.08692153786957971,1.0,4.285714285714286,6.142857142857143,1.0
64.0,64.0,143.0,29.0,80.0,2769.0,0.030822377702990386,1.0,6.375,6.375,0.0
45.0,45.0,0.0,0.0,5.0,5762.0,0.04705448136572646,1.0,4.5,4.5,0.0
64.0,79.0,133.0,0.0,0.0,2835.0,0.029984043910921482,1.0,5.375,4.833333333333333,0.0
40.0,40.0,156.0,219.0,76.0,8383.0,0.0,1.0,6.0,6.0,0.0
66.0,60.0,145.0,0.0,42.0,1371.0,0.013366428414223135,4.0,5.555555555555555,5.555555555555555,0.0
117.0,58.0,151.0,79.0,6880.0,2104.0,0.03369490373031003,3.0,5.214285714285714,6.142857142857143,1.0
63.0,69.0,0.0,0.0,229.0,66.0,0.005523982811021803,3.0,4.375,3.7,2.0
116.0,79.0,106.0,128.0,504.0,9161.0,0.010578540415755327,9.0,5.866666666666666,6.2,2.0
89.0,12.0,94.0,68.0,70.0,7212.0,0.012777458540650087,4.0,8.125,11.0,1.0
55.0,56.0,203.0,118.0,1832.0,430.0,0.043892534533085656,1.0,6.142857142857143,5.625,0.0
76.0,56.0,221.0,205.0,1832.0,433.0,0.008701398467508446,9.0,5.555555555555555,4.666666666666667,1.0
99.0,82.0,156.0,80.0,6.0,2128.0,0.0038510568770025707,5.0,6.5,6.5,0.0
79.0,128.0,185.0,94.0,8512.0,14376.0,0.006003499788419389,3.0,6.222222222222222,6.833333333333333,1.0
81.0,59.0,199.0,194.0,1072.0,6358.0,0.08944599159809666,0.0,5.5,4.555555555555555,1.0
52.0,55.0,131.0,0.0,0.0,784.0,0.010803222473395557,6.0,6.142857142857143,4.777777777777778,0.0
102.0,64.0,151.0,139.0,866.0,147.0,0.08913907611725906,9.0,6.666666666666667,7.0,0.0
139.0,89.0,125.0,162.0,2094.0,182.0,0.04331220451658034,4.0,5.529411764705882,5.333333333333333,1.0
40.0,40.0,185.0,103.0,111.0,4624.0,0.018749470008991586,2.0,6.5,6.5,1.0
68.0,37.0,125.0,158.0,605.0,534.0,0.0,5.0,6.222222222222222,6.4,0.0
120.0,51.0,113.0,0.0,0.0,3719.0,0.013072459798073574,11.0,5.928571428571429,7.0,0.0
93.0,54.0,61.0,0.0,0.0,1564.0,0.01659342375374355,2.0,6.777777777777778,5.714285714285714,0.0
67.0,64.0,174.0,125.0,367.0,8137.0,0.05939973757554933,1.0,6.285714285714286,5.625,1.0
81.0,62.0,0.0,0.0,186.0,176.0,0.007168422029969514,15.0,5.8,4.4,0.0
58.0,58.0,126.0,109.0,200.0,10215.0,0.0712850896415892,0.0,6.333333333333333,6.333333333333333,1.0
115.0,150.0,144.0,134.0,2762.0,5273.0,0.014329616172222087,8.0,5.933333333333334,5.666666666666667,0.0
111.0,53.0,163.0,69.0,410.0,7414.0,0.008575706692133093,2.0,7.1,6.0,0.0
75.0,71.0,194.0,36.0,0.0,946.0,0.052555056945368356,1.0,7.857142857142857,8.142857142857142,1.0
89.0,57.0,164.0,295.0,1849.0,439.0,0.050025123371328785,5.0,5.583333333333333,5.625,0.0
82.0,64.0,37.0,17.0,125.0,9633.0,0.006241920280922658,2.0,6.142857142857143,5.0,1.0
63.0,46.0,137.0,75.0,3922.0,4649.0,0.05782232356362345,6.0,6.75,6.833333333333333,0.0
123.0,55.0,152.0,63.0,7096.0,1735.0,0.02601863781376097,3.0,5.5,6.666666666666667,1.0
65.0,65.0,61.0,67.0,618.0,2643.0,0.03617327850341027,1.0,6.857142857142857,6.857142857142857,0.0
93.0,68.0,225.0,43.0,0.0,874.0,0.025990829431023085,10.0,3.8125,5.222222222222222,0.0
120.0,36.0,103.0,0.0,0.0,2517.0,0.0226590378969643,9.0,4.8125,4.142857142857143,1.0
97.0,37.0,104.0,0.0,191.0,380.0,0.04481122394837039,11.0,4.833333333333333,4.333333333333333,2.0
53.0,54.0,102.0,89.0,694.0,1622.0,4.424176468947576e-301,3.0,5.285714285714286,5.285714285714286,0.0
59.0,59.0,134.0,135.0,25.0,3673.0,0.059848151906008625,0.0,5.75,5.75,0.0
72.0,59.0,154.0,85.0,79.0,1219.0,0.02777077108386596,2.0,6.125,6.25,1.0
77.0,77.0,87.0,92.0,70.0,4965.0,0.19046034044933205,0.0,6.875,6.875,0.0
45.0,45.0,0.0,0.0,0.0,396.0,0.0,0.0,6.4,6.4,0.0
38.0,126.0,193.0,85.0,3344.0,1914.0,0.21172058812573613,7.0,5.0,5.615384615384615,0.0
88.0,84.0,193.0,90.0,139.0,2817.0,0.0,1.0,6.666666666666667,6.0,3.0
35.0,47.0,79.0,0.0,254.0,403.0,0.11311090801123051,7.0,5.75,6.8,1.0
109.0,15.0,287.0,0.0,0.0,0.0,0.039813531840251035,14.0,5.642857142857143,5.5,1.0
116.0,109.0,167.0,135.0,532.0,4510.0,0.007651719325906732,4.0,5.2,5.428571428571429,0.0
47.0,47.0,0.0,0.0,504.0,3726.0,0.0,0.0,5.142857142857143,5.142857142857143,0.0
79.0,101.0,185.0,76.0,408.0,1575.0,0.07779826352690895,2.0,6.333333333333333,6.5,0.0
118.0,13.0,0.0,0.0,0.0,0.0,0.07935699474594296,19.0,3.7222222222222223,6.0,3.0
116.0,53.0,155.0,68.0,5374.0,6583.0,0.011529950071527318,11.0,6.5,6.142857142857143,2.0
78.0,78.0,156.0,70.0,0.0,1564.0,0.08477075897124867,0.0,5.888888888888889,5.888888888888889,0.0
97.0,51.0,68.0,0.0,149.0,627.0,0.009454877851928332,6.0,5.7,4.875,1.0
65.0,2051.0,69.0,147.0,503.0,3079.0,0.010161961960840817,1.0,5.25,5.8949416342412455,0.0
112.0,61.0,93.0,0.0,0.0,6556.0,1.1135239222487061e-301,5.0,5.230769230769231,6.142857142857143,3.0
76.0,98.0,174.0,58.0,1136.0,2629.0,0.006446652720888039,3.0,5.2,4.9,0.0
87.0,87.0,0.0,0.0,1287.0,695.0,0.04058313091153464,1.0,5.0,5.0,2.0
68.0,47.0,194.0,28.0,81.0,8897.0,0.008416626475120247,2.0,7.857142857142857,7.4,0.0
103.0,87.0,158.0,17.0,22.0,3954.0,0.06165346015907969,5.0,5.333333333333333,5.2,0.0
70.0,155.0,182.0,124.0,1217.0,3333.0,0.03322102184073424,6.0,6.333333333333333,5.888888888888889,2.0
79.0,79.0,132.0,82.0,196.0,3720.0,0.03447981285711263,6.0,5.222222222222222,5.222222222222222,3.0
90.0,58.0,0.0,0.0,522.0,1633.0,0.05695633164905849,1.0,6.1,5.0,2.0
64.0,64.0,119.0,118.0,7.0,4927.0,0.015626209715578758,1.0,5.714285714285714,5.714285714285714,0.0
76.0,55.0,137.0,68.0,163.0,3512.0,0.0,4.0,7.0,7.0,0.0
45.0,45.0,265.0,0.0,116.0,2905.0,0.003968538643883039,2.0,6.333333333333333,6.333333333333333,0.0
75.0,75.0,118.0,50.0,35.0,3042.0,0.05281533578924941,1.0,6.222222222222222,6.222222222222222,0.0
80.0,65.0,0.0,0.0,130.0,2362.0,0.017125853946508472,6.0,5.454545454545454,3.3,0.0
60.0,59.0,132.0,113.0,158.0,5676.0,0.02853672420633197,1.0,7.0,7.0,1.0
59.0,57.0,84.0,0.0,0.0,582.0,0.19015112862049394,1.0,5.875,6.0,0.0
78.0,59.0,32.0,107.0,146.0,5035.0,0.0037546269287342306,2.0,5.5,6.0,1.0
86.0,54.0,156.0,46.0,0.0,717.0,0.015437221256583035,6.0,5.454545454545454,5.5,1.0
68.0,53.0,139.0,75.0,19.0,1597.0,0.005983476395272038,2.0,6.142857142857143,6.8,0.0
69.0,69.0,99.0,0.0,40.0,3367.0,0.011791717372864866,1.0,7.714285714285714,7.714285714285714,0.0
93.0,1976.0,143.0,114.0,131.0,3253.0,0.06538671501290384,0.0,5.333333333333333,5.97119341563786,0.0
40.0,32.0,0.0,0.0,1660.0,18063.0,0.0,3.0,5.0,5.75,0.0
82.0,39.0,136.0,0.0,17.0,2399.0,0.0,7.0,7.625,7.0,0.0
71.0,71.0,0.0,0.0,639.0,482.0,0.02841762844771671,1.0,6.25,6.25,1.0
70.0,49.0,138.0,281.0,1832.0,435.0,0.00592653797101146,4.0,6.375,4.5,1.0
67.0,90.0,298.0,0.0,351.0,4921.0,0.05317783778543822,2.0,7.125,7.5,0.0
72.0,72.0,187.0,39.0,0.0,954.0,0.002891355703731529,7.0,5.888888888888889,6.222222222222222,1.0
66.0,49.0,129.0,0.0,366.0,1084.0,0.0,7.0,5.875,5.666666666666667,1.0
72.0,76.0,118.0,249.0,2300.0,427.0,0.020727904625670417,3.0,5.25,5.625,2.0
73.0,55.0,148.0,102.0,271.0,9850.0,0.015571586529810536,4.0,6.571428571428571,4.833333333333333,1.0
91.0,62.0,188.0,0.0,60.0,3583.0,0.023389887188667562,0.0,5.181818181818182,4.875,0.0
47.0,160.0,170.0,127.0,844.0,2030.0,2.9663618602870893e-301,0.0,5.0,6.411764705882353,0.0
85.0,72.0,46.0,74.0,0.0,3199.0,0.027356130870464845,4.0,7.0,6.0,2.0
91.0,95.0,0.0,0.0,99.0,512.0,0.026370660534449426,1.0,6.777777777777778,7.625,2.0
63.0,63.0,48.0,70.0,433.0,1473.0,0.03448592608361575,3.0,4.0,4.0,0.0
69.0,69.0,129.0,222.0,43.0,4582.0,0.01158241228751096,4.0,5.666666666666667,5.666666666666667,1.0
108.0,27.0,198.0,0.0,90.0,4747.0,0.07387106952285845,2.0,5.7272727272727275,4.0,2.0
61.0,81.0,162.0,0.0,60.0,6652.0,0.007089500959829647,1.0,6.0,6.5,0.0
73.0,55.0,0.0,0.0,539.0,6786.0,0.016795490517312276,12.0,6.375,6.166666666666667,1.0
59.0,49.0,0.0,0.0,0.0,1120.0,0.01354326403071904,9.0,6.5,6.25,0.0
139.0,69.0,160.0,214.0,1423.0,8323.0,0.026540724808801448,3.0,5.846153846153846,5.571428571428571,1.0
94.0,79.0,188.0,27.0,258.0,1488.0,0.02996206951671736,2.0,7.7,6.7,1.0
91.0,1984.0,73.0,69.0,300.0,1654.0,0.021563783212149624,6.0,6.2727272727272725,5.942857142857143,0.0
94.0,90.0,126.0,61.0,4.0,3688.0,0.0076561001040378746,1.0,5.166666666666667,5.0,1.0
67.0,61.0,0.0,0.0,297.0,302.0,0.0,1.0,6.25,5.625,2.0
117.0,54.0,153.0,232.0,2053.0,26852.0,0.07908348875790774,2.0,4.529411764705882,5.0,2.0
63.0,63.0,141.0,138.0,808.0,1557.0,0.012580454526767133,2.0,6.714285714285714,6.714285714285714,0.0
71.0,71.0,138.0,115.0,795.0,2199.0,0.010131888664492914,1.0,4.875,4.875,1.0
89.0,46.0,17.0,57.0,1135.0,6375.0,0.024910373696527145,5.0,6.0,4.333333333333333,1.0
60.0,163.0,188.0,81.0,2221.0,4040.0,0.007689050082264742,1.0,5.666666666666667,6.0,2.0
103.0,1964.0,47.0,91.0,619.0,2489.0,0.018662453697765466,7.0,5.769230769230769,6.0,0.0
64.0,64.0,38.0,59.0,79.0,4188.0,0.040794585872544434,5.0,5.222222222222222,5.222222222222222,0.0
81.0,53.0,87.0,46.0,166.0,3634.0,0.05201427869681552,5.0,5.4,5.375,2.0
74.0,74.0,154.0,105.0,95.0,6462.0,0.058668994138671736,0.0,5.777777777777778,5.777777777777778,0.0
36.0,36.0,58.0,69.0,1210.0,0.0,0.0,4.0,5.75,3.6666666666666665,1.0
81.0,81.0,77.0,124.0,752.0,2172.0,0.02996184244159997,1.0,5.9,5.9,0.0
47.0,46.0,92.0,96.0,771.0,2750.0,0.011161388413907698,1.0,6.6,5.5,0.0
63.0,76.0,119.0,0.0,0.0,2348.0,0.03624807887858491,2.0,6.571428571428571,5.5,0.0
93.0,2091.0,163.0,133.0,182.0,1822.0,0.01104933243473897,1.0,6.2,6.043137254901961,1.0
79.0,37.0,79.0,0.0,11.0,6104.0,0.015614333960655053,1.0,6.428571428571429,6.4,1.0
38.0,46.0,173.0,9.0,0.0,3787.0,5.196112200351831e-301,0.0,6.5,4.857142857142857,1.0
70.0,111.0,118.0,15.0,9.0,831.0,0.02204580785962514,1.0,5.625,6.25,1.0
90.0,29.0,0.0,0.0,0.0,49.0,1.6771221795418986e-301,8.0,6.222222222222222,8.0,1.0
86.0,86.0,247.0,14.0,21.0,2659.0,0.048193199350614536,0.0,6.6,6.6,0.0
61.0,68.0,145.0,89.0,0.0,2572.0,0.026625826833480602,1.0,5.6,6.125,0.0
87.0,15.0,100.0,0.0,90.0,3659.0,0.0,7.0,5.545454545454546,4.0,0.0
72.0,64.0,145.0,0.0,0.0,2795.0,0.02635570666813431,1.0,4.818181818181818,4.545454545454546,0.0
37.0,70.0,104.0,223.0,2162.0,437.0,0.03533627044438037,1.0,4.5,4.8,1.0
116.0,68.0,143.0,72.0,2065.0,0.0,0.0017066651646583226,17.0,7.363636363636363,5.125,1.0
87.0,67.0,79.0,0.0,85.0,386.0,0.029722806493853168,7.0,6.083333333333333,6.555555555555555,0.0
57.0,40.0,0.0,0.0,0.0,1239.0,0.0,11.0,9.0,4.6,0.0
116.0,38.0,74.0,126.0,66.0,6868.0,0.03588709651475586,7.0,5.933333333333334,5.8,0.0
95.0,53.0,88.0,0.0,0.0,6652.0,0.06779674668416506,4.0,5.7272727272727275,4.857142857142857,2.0
73.0,54.0,147.0,0.0,0.0,3940.0,0.042879470198395234,3.0,6.0,5.142857142857143,0.0
88.0,78.0,199.0,0.0,680.0,9500.0,0.0348471049610153,2.0,5.285714285714286,4.4,1.0
72.0,56.0,183.0,76.0,257.0,1908.0,0.03717842368967139,11.0,5.363636363636363,5.111111111111111,0.0
65.0,65.0,154.0,128.0,0.0,2199.0,0.052420773241996635,0.0,5.2,5.2,0.0
63.0,58.0,85.0,103.0,50.0,9643.0,0.0,2.0,6.0,4.833333333333333,2.0
42.0,62.0,109.0,169.0,287.0,7638.0,0.014777738782839549,1.0,6.0,6.375,1.0
84.0,1667.0,56.0,131.0,149.0,1043.0,0.16952983164601354,0.0,5.666666666666667,5.944444444444445,0.0
65.0,64.0,130.0,0.0,0.0,1794.0,0.04347383673026032,2.0,5.777777777777778,5.777777777777778,0.0
57.0,57.0,84.0,102.0,403.0,883.0,3.307272609957189e-301,2.0,6.857142857142857,6.857142857142857,0.0
87.0,55.0,0.0,0.0,539.0,6786.0,0.043083881676779075,3.0,7.375,6.166666666666667,0.0
103.0,68.0,136.0,0.0,0.0,1547.0,0.062011636611526526,4.0,4.461538461538462,4.5,0.0
78.0,36.0,156.0,61.0,8974.0,3369.0,0.016507159250808444,4.0,5.857142857142857,5.333333333333333,2.0
89.0,92.0,138.0,97.0,864.0,2516.0,1.5589334911481887e-301,5.0,6.9,6.181818181818182,0.0
28.0,28.0,118.0,0.0,444.0,5343.0,0.0,0.0,6.0,6.0,0.0
87.0,86.0,306.0,0.0,111.0,1786.0,0.04647905057375335,1.0,6.0,6.0,0.0
89.0,146.0,185.0,98.0,4838.0,2964.0,0.02658857482076406,4.0,7.875,6.5625,1.0
114.0,34.0,24.0,0.0,64.0,5138.0,0.03182917876630893,7.0,6.25,5.25,1.0
94.0,63.0,111.0,50.0,86.0,4624.0,0.019492156212789526,3.0,4.7272727272727275,5.222222222222222,1.0
116.0,52.0,157.0,0.0,15.0,1213.0,0.020872309007674096,10.0,5.3076923076923075,7.333333333333333,1.0
92.0,4038.0,119.0,0.0,0.0,2971.0,0.033385891694921,5.0,5.222222222222222,5.889830508474576,1.0
93.0,32.0,83.0,0.0,161.0,224.0,0.015953975152892628,1.0,6.3,5.75,1.0
86.0,33.0,128.0,53.0,46.0,4336.0,0.07340022770986052,5.0,6.2,4.8,0.0
118.0,63.0,125.0,0.0,435.0,4041.0,0.02721878851591828,5.0,5.538461538461538,4.1,1.0
79.0,1930.0,84.0,72.0,410.0,1972.0,0.01598269869729628,3.0,7.428571428571429,5.974683544303797,0.0
107.0,76.0,91.0,0.0,0.0,2162.0,0.03591079620568097,7.0,6.0,6.0,0.0
79.0,78.0,316.0,0.0,94.0,3744.0,0.15263454310608277,0.0,7.5,7.5,0.0
35.0,35.0,119.0,7.0,73.0,976.0,0.04170670919032315,1.0,5.6,5.6,0.0
81.0,67.0,113.0,0.0,0.0,5219.0,0.0,5.0,6.666666666666667,5.428571428571429,0.0
85.0,107.0,13.0,114.0,0.0,1857.0,0.04769013192973565,3.0,7.375,6.333333333333333,1.0
68.0,90.0,97.0,94.0,0.0,5342.0,0.010760488663822624,1.0,6.428571428571429,6.333333333333333,1.0
57.0,62.0,123.0,0.0,0.0,813.0,0.05772905719692077,1.0,6.0,6.0,0.0
73.0,73.0,139.0,91.0,1969.0,437.0,0.014505047629290927,1.0,6.111111111111111,5.8,0.0
45.0,45.0,78.0,131.0,0.0,3995.0,0.019714992648673785,2.0,5.833333333333333,5.833333333333333,0.0
84.0,76.0,137.0,0.0,12.0,1554.0,0.04447084149935432,1.0,5.3,5.4,0.0
116.0,30.0,131.0,126.0,1102.0,30183.0,0.03885773891440402,6.0,6.181818181818182,6.666666666666667,2.0
89.0,73.0,156.0,90.0,0.0,1790.0,0.09460098346117447,2.0,4.7272727272727275,6.444444444444445,2.0
71.0,59.0,89.0,111.0,57.0,3758.0,0.059346481794972074,3.0,5.375,4.857142857142857,4.0
73.0,74.0,163.0,0.0,0.0,757.0,0.05657782663534483,1.0,6.0,6.0,0.0
108.0,1925.0,69.0,86.0,464.0,1715.0,0.09142676026149132,0.0,6.833333333333333,5.933054393305439,0.0
67.0,47.0,132.0,108.0,167.0,8007.0,0.04662521817519373,12.0,5.5,5.0,0.0
92.0,1962.0,150.0,249.0,187.0,4249.0,0.030168009695948645,12.0,5.454545454545454,5.93801652892562,2.0
87.0,87.0,100.0,217.0,147.0,5051.0,0.06311657344984438,0.0,6.090909090909091,6.090909090909091,0.0
120.0,60.0,60.0,0.0,0.0,0.0,0.05387386060032687,13.0,6.666666666666667,5.125,1.0
104.0,61.0,186.0,152.0,1832.0,438.0,0.004626821324024809,1.0,7.181818181818182,5.875,1.0
36.0,110.0,148.0,15.0,15.0,2381.0,3.8973337278704715e-301,2.0,5.5,5.769230769230769,1.0
111.0,4.0,156.0,0.0,0.0,0.0,0.007271484809418562,12.0,6.0,4.0,1.0
78.0,156.0,189.0,101.0,953.0,2852.0,0.012979175553567777,5.0,5.5,6.214285714285714,2.0
86.0,70.0,0.0,0.0,0.0,3880.0,0.030037325675719987,16.0,6.2,4.9,0.0
73.0,140.0,192.0,97.0,4013.0,7377.0,1.5588336601055494e-301,7.0,5.625,6.5,2.0
69.0,70.0,225.0,0.0,153.0,2595.0,0.02648081985575913,3.0,6.5,6.5,0.0
50.0,48.0,145.0,14.0,455.0,7333.0,0.028647828298413735,0.0,4.2,5.166666666666667,1.0
92.0,1962.0,150.0,249.0,187.0,4249.0,0.030168009695948645,12.0,5.454545454545454,5.93801652892562,2.0
93.0,73.0,36.0,0.0,179.0,531.0,0.044601691835923024,8.0,6.2727272727272725,4.7,2.0
116.0,54.0,167.0,0.0,0.0,3909.0,0.013883738115904995,11.0,6.916666666666667,5.714285714285714,0.0
116.0,79.0,171.0,180.0,2065.0,437.0,0.05484890306098306,3.0,4.933333333333334,5.8,3.0
68.0,72.0,150.0,78.0,75.0,6264.0,0.011525491237037637,1.0,5.333333333333333,4.7272727272727275,0.0
81.0,82.0,166.0,151.0,644.0,6147.0,0.03011781578544059,10.0,5.166666666666667,5.166666666666667,0.0
86.0,86.0,302.0,0.0,67.0,7699.0,0.04687127562431163,2.0,5.8,5.8,2.0
106.0,41.0,144.0,0.0,16.0,433.0,0.009729215827621615,9.0,6.666666666666667,8.25,0.0
104.0,83.0,125.0,41.0,214.0,7996.0,0.002694698079186541,4.0,6.0,5.571428571428571,0.0
116.0,39.0,151.0,61.0,1596.0,3499.0,0.014755958718757546,9.0,5.461538461538462,4.2,1.0
54.0,54.0,114.0,224.0,27.0,3134.0,0.008797681196482885,1.0,5.285714285714286,5.285714285714286,0.0
61.0,54.0,153.0,232.0,2053.0,26852.0,0.07730221586423588,1.0,6.0,5.0,1.0
109.0,1739.0,57.0,138.0,142.0,3363.0,0.005581034567942804,6.0,6.083333333333333,6.086956521739131,0.0
103.0,49.0,150.0,0.0,0.0,3530.0,0.029382698224979194,6.0,5.230769230769231,5.833333333333333,1.0
35.0,35.0,129.0,104.0,452.0,3582.0,0.0,2.0,7.0,7.0,0.0
65.0,2042.0,74.0,100.0,964.0,2036.0,0.06997887246417919,0.0,6.0,5.96,0.0
80.0,61.0,111.0,159.0,451.0,1726.0,3.5939045497630968e-301,2.0,6.333333333333333,6.571428571428571,1.0
94.0,94.0,156.0,111.0,0.0,1312.0,0.03873947281174707,2.0,6.888888888888889,6.888888888888889,1.0
66.0,73.0,94.0,80.0,62.0,1684.0,0.009070430827366438,1.0,7.666666666666667,6.5,0.0
86.0,64.0,149.0,0.0,118.0,1811.0,0.03718831049133627,12.0,5.636363636363637,6.571428571428571,0.0
90.0,51.0,154.0,982.0,2074.0,436.0,0.08271566881290672,4.0,4.923076923076923,4.777777777777778,0.0
73.0,52.0,147.0,37.0,3063.0,147.0,0.029377086516505554,3.0,6.625,5.833333333333333,1.0
70.0,42.0,95.0,0.0,212.0,0.0,0.035448580373998326,6.0,6.25,6.2,0.0
92.0,1396.0,158.0,119.0,311.0,2684.0,0.03839458213028517,2.0,5.9,6.0701754385964914,1.0
58.0,73.0,156.0,58.0,0.0,4407.0,0.02978566804171599,0.0,5.714285714285714,5.888888888888889,1.0
75.0,75.0,95.0,34.0,195.0,4395.0,0.12582394993056512,2.0,4.1,3.5833333333333335,2.0
61.0,198.0,197.0,147.0,11894.0,10686.0,0.02281450154402987,2.0,6.857142857142857,5.695652173913044,0.0
75.0,75.0,155.0,75.0,102.0,4951.0,0.06626526532822992,0.0,7.5,7.5,0.0
68.0,68.0,147.0,0.0,60.0,1651.0,0.02478183700949345,0.0,7.25,5.545454545454546,0.0
86.0,66.0,113.0,0.0,40.0,2776.0,0.03382238973443161,5.0,5.7,6.5,0.0
94.0,81.0,51.0,137.0,0.0,751.0,0.022771519941149912,3.0,6.363636363636363,6.4,1.0
87.0,67.0,151.0,109.0,7.0,2404.0,0.05169585984821667,4.0,7.0,7.4,2.0
38.0,44.0,145.0,169.0,297.0,3781.0,0.011072872486196891,1.0,6.5,6.0,2.0
67.0,66.0,9.0,44.0,84.0,6439.0,0.04543704296779598,0.0,4.6,4.6,0.0
87.0,86.0,156.0,135.0,0.0,2739.0,0.03753610566114356,0.0,5.625,5.625,1.0
93.0,2057.0,132.0,107.0,294.0,1597.0,0.05207367562888826,1.0,5.416666666666667,6.023715415019763,0.0
58.0,58.0,123.0,0.0,0.0,5207.0,0.030637605665309143,2.0,6.571428571428571,6.571428571428571,0.0
89.0,51.0,143.0,106.0,38.0,4364.0,0.004394490843564591,0.0,7.666666666666667,4.5,1.0
67.0,51.0,153.0,52.0,1691.0,3615.0,0.04212791603092702,4.0,7.333333333333333,6.666666666666667,1.0
54.0,36.0,152.0,39.0,1731.0,0.0,0.11101478454698963,2.0,6.4,5.0,0.0
65.0,79.0,96.0,76.0,835.0,5725.0,0.0537197267316417,1.0,6.333333333333333,5.3,0.0
54.0,4038.0,119.0,0.0,0.0,2971.0,0.010796970073588303,3.0,5.142857142857143,5.889830508474576,1.0
116.0,54.0,154.0,125.0,163.0,3715.0,0.0446283228988846,5.0,6.153846153846154,6.0,1.0
114.0,114.0,57.0,91.0,328.0,7839.0,0.02995962648573408,5.0,6.25,5.846153846153846,3.0
82.0,66.0,29.0,57.0,149.0,4169.0,0.02920219099999485,6.0,5.111111111111111,5.714285714285714,3.0
57.0,64.0,145.0,0.0,0.0,2795.0,0.010850077067351862,1.0,5.5,4.545454545454546,0.0
117.0,72.0,130.0,46.0,55.0,5787.0,0.03384824297791249,3.0,6.3076923076923075,7.0,0.0
49.0,49.0,145.0,126.0,32.0,3750.0,0.013186175443566638,0.0,5.5,5.5,1.0
121.0,16.0,89.0,0.0,28.0,0.0,0.012604230993973583,8.0,5.333333333333333,6.0,3.0
36.0,35.0,46.0,55.0,1202.0,0.0,0.0,4.0,5.75,3.5,1.0
87.0,80.0,0.0,0.0,928.0,49.0,0.01839683647762431,2.0,5.7,6.875,3.0
66.0,66.0,143.0,0.0,0.0,1695.0,0.03059377916628307,1.0,6.833333333333333,6.833333333333333,0.0
69.0,78.0,132.0,166.0,12.0,1769.0,0.03817713145902398,4.0,5.375,5.333333333333333,0.0
64.0,49.0,165.0,0.0,0.0,1171.0,0.005645282551522081,2.0,5.25,5.0,0.0
47.0,47.0,155.0,0.0,24.0,1242.0,9.130601843858301e-301,1.0,8.0,8.0,0.0
62.0,28.0,94.0,176.0,3061.0,0.0,0.010503648838880147,7.0,5.375,3.8,1.0
84.0,60.0,162.0,44.0,0.0,652.0,0.07181551886197728,7.0,5.8,5.375,2.0
97.0,32.0,98.0,36.0,204.0,0.0,0.048713038320583234,1.0,6.777777777777778,7.333333333333333,1.0
87.0,78.0,170.0,88.0,243.0,659.0,0.04547763649980506,0.0,4.384615384615385,5.2,0.0
97.0,53.0,145.0,0.0,36.0,4518.0,0.030335856887941107,3.0,6.2727272727272725,6.142857142857143,0.0
89.0,35.0,0.0,50.0,30461.0,0.0,0.021078913187689823,8.0,5.555555555555555,7.0,3.0
87.0,62.0,136.0,161.0,567.0,8247.0,0.014475760602931058,1.0,4.916666666666667,5.0,1.0
39.0,62.0,156.0,71.0,571.0,4004.0,9.585691844936602e-301,1.0,5.6,6.375,1.0
59.0,63.0,75.0,83.0,0.0,341.0,0.061165325529303004,3.0,4.666666666666667,5.375,2.0
60.0,109.0,189.0,38.0,426.0,979.0,0.0833911553264871,2.0,6.25,6.3076923076923075,0.0
80.0,55.0,101.0,80.0,65.0,7174.0,0.02512140680583211,6.0,5.857142857142857,5.8,2.0
47.0,49.0,198.0,0.0,0.0,2990.0,0.0,1.0,9.0,5.714285714285714,0.0
91.0,57.0,135.0,12.0,765.0,2637.0,0.04043746966719248,14.0,4.3,5.428571428571429,4.0
101.0,39.0,165.0,155.0,1832.0,523.0,0.011726941075396263,3.0,6.2,6.0,3.0
64.0,64.0,146.0,0.0,0.0,1198.0,0.056124842225019136,2.0,6.0,6.0,0.0
86.0,59.0,96.0,41.0,121.0,5420.0,0.0213314226652234,1.0,6.454545454545454,6.125,0.0
68.0,49.0,136.0,0.0,28.0,2226.0,0.03357929437383512,2.0,6.333333333333333,6.0,0.0
98.0,40.0,174.0,0.0,0.0,2702.0,0.020068897986047354,9.0,6.2,6.4,2.0
83.0,56.0,0.0,0.0,233.0,70.0,0.013370216111808303,6.0,6.0,5.5,2.0
92.0,75.0,59.0,0.0,29.0,1683.0,0.030470820478615063,2.0,6.0,5.666666666666667,1.0
92.0,73.0,155.0,72.0,17779.0,4586.0,0.036116787036585496,4.0,4.909090909090909,5.5,3.0
69.0,69.0,139.0,86.0,14.0,961.0,0.04614898963547101,0.0,4.9,4.9,0.0
57.0,57.0,108.0,117.0,247.0,2515.0,0.08509433221849168,1.0,4.5,4.5,1.0
