id,TA_formal,TA_informal
609824775050010624,10,2
609053763731480577,13,3
608393524724269059,13,1
610174056575463424,13,1
609098140860469249,10,2
607962789001297921,276,29
609105264273448960,9,2
609371231289233408,8,1
608276132002041856,3,4
609382418928173057,6,1
609085727335436290,16,0
609474035286691840,17,1
609328688031789056,7,4
607973952040804353,6,2
609275150790492160,12,3
608730313926180865,9,2
609435033653350401,8,2
609421192043339777,7,0
609184100310585344,10,0
607903612879003648,5,2
607969024173998080,7,0
607930331228823552,8,3
607696658441322496,9,1
609994229465632768,30,2
607918899007348737,9,0
609745328405913600,14,3
610007794931122176,4,2
608994093553872897,23,2
609487242663301120,272,30
608993554279620609,8,0
608323936632340481,278,30
609738106951049216,11,1
610200047951609857,9,2
609725004889067520,10,1
608539441888681984,7,2
608758307918979072,9,0
609342074685685761,6,3
609187692933455872,8,2
610162691265667073,10,2
609181375581663232,11,4
609506052103622656,4,1
608545798075351040,9,1
610092081223221248,7,1
608076651583438848,6,0
609435107829653504,11,1
609143081976266753,9,1
608485420377231361,1,2
609515345448169472,6,2
608808628695343104,210,30
609319489738387456,9,0
610110749961228290,18,0
609572216699777024,9,1
607944780375572480,10,1
607917417625296896,11,0
608803216516640768,5,3
608931072978628608,12,1
609112604288516097,6,2
608969928083935232,9,1
608105036997083136,9,3
608367121559633922,11,0
608975679137439744,6,2
609797946876538880,7,2
608293943730675712,8,1
607974388223254528,8,4
608663799760101376,4,2
609493668412534785,275,30
609158684170547200,4,2
609586043088564224,7,1
608372594467840002,9,0
608360611664297984,7,4
608403226656915456,12,1
608005851601891328,31,5
609807645285986305,5,0
609107871389904896,7,0
609232543779434496,12,1
609346987163578369,9,2
608394092008062976,3,2
609065665509482496,273,31
609137048344117248,270,35
608443737014988800,9,2
608066764723863553,6,1
610012260166189056,9,2
610082540766937089,11,0
609433768051523585,8,3
609746131640320000,15,0
609412931797798912,6,0
609418584985608192,9,1
609402107796426752,9,4
609438802893901824,6,7
609899436018372608,7,4
610159802644340736,8,0
609109398426951680,8,0
609310805708931072,9,2
608765440299376641,272,31
608893603440697345,26,2
610101434529521666,11,7
609939596466524161,10,1
608314160598904833,6,4
610199605456838656,10,2
607964276897153024,9,0
608679797477240832,10,5
607944313452961793,9,1
609596979371487232,10,1
609279307236700161,13,5
609808994828447744,10,2
608958689970675712,7,2
609990185078624256,9,1
609089564897103872,9,3
609678332033146880,30,2
608378092277481472,10,3
608657651371630594,9,1
609463998434668544,10,0
609021765428232192,9,3
608582574978367488,5,2
608744358184108032,10,2
608507395258482688,10,0
610070882866884608,8,0
607733375428730880,11,2
608536835606757376,16,2
608248398769188864,10,1
610117265275678720,10,6
609685403788914689,7,0
607870383925133312,8,1
609106938836725760,10,3
608086855398113280,16,1
608355665078308865,9,1
610094370927300609,7,3
609273351702511616,4,2
608032057898508288,10,1
608394863479037952,7,1
610000850723958784,10,2
609147607705886720,12,2
609274754781085697,10,0
610173644417970176,13,1
608739407592423424,11,2
609675246644424704,11,1
608728306175893504,20,0
608455807143845888,14,2
608442039395565568,8,0
609385953942081537,2,4
608886929225060352,13,1
608507562586062848,11,0
607931247076249600,8,1
609096545263345664,8,3
609124505043111936,292,34
609469072770736128,7,0
607966134499827712,271,32
608988027684270080,8,1
608310131734872064,9,3
608702957048225793,19,0
609216332761010176,15,0
608377721077563393,6,1
608656732722765825,8,2
607842019965325312,15,0
608331071848124416,10,3
607736457869053953,5,0
607842529640259584,10,2
607715038426624000,9,3
609048847629701122,10,3
609549263463251969,14,1
608829969310081024,12,2
610177242782679040,6,6
608511152272846848,3,0
608369352484786176,6,2
609587527650045952,6,3
609590046509940736,5,3
607927077082439681,6,0
608426607942881281,8,2
607876423076986880,17,0
608393519565275136,9,2
607923549173645313,5,3
608999817856069632,14,1
609802428058308610,10,1
609178029181505538,2,2
608079098330652672,9,0
609530595190927360,9,3
608754988211425280,1,0
610118263717019649,2,4
607809186446118912,10,1
608307305109680128,1,1
608737925061353473,4,4
608519965394804737,8,2
610195874623438848,5,1
608855918483255296,291,31
608759566898036736,10,0
607925173098979328,8,1
607726435009241089,10,4
608322449638322179,7,3
610072501952073730,18,2
608589467020984321,7,0
609169527713173504,10,2
608990042284011520,8,0
607744216731688960,6,2
609770716284620801,11,2
608275198605848577,9,1
609358014932455425,6,4
609391764433162240,13,1
609447974607962113,8,2
609725197298585600,12,1
609438729753784320,12,2
608885386316632066,278,31
609096135546933248,8,1
610168761862201344,9,1
609097109565001729,10,1
608681379476480000,3,4
609358318495248384,10,2
608549177325281280,12,0
608911722011873280,8,2
608756001261551616,10,3
609407466368069632,5,5
608677194378940416,5,2
608441233330057216,8,3
609508722457636864,6,2
609004453824483328,8,0
608453900782436352,12,1
608751950566404096,11,1
608033933742211072,3,2
608995034579513345,17,2
609050239027126272,9,1
607844963850846208,7,0
609065588745494528,7,2
609043198590201856,13,2
609112350726193154,8,2
608891444280049664,12,3
609875289775210497,5,1
608736918407290880,5,1
609060315804917760,6,1
609361152976490496,5,1
609716905881006081,5,0
607815819419131904,10,0
608467338858524673,10,2
608928271254859776,27,1
608635282892709888,10,1
607723976702443521,11,2
609849746618880000,12,1
609905883598974976,8,0
608298430130208770,6,3
607899463743475712,6,3
609401299533201408,7,2
609937088692252673,5,0
609000195431526400,7,2
608385260355743744,9,3
608104024030760960,9,0
609416759813259264,6,2
608938362884472833,11,1
609007341669879809,6,3
608373178235240449,5,4
609180855152545792,9,2
608035271104425985,8,1
608078393741971456,5,3
609930282418880514,10,3
609013501395410944,8,1
609307692008632320,12,0
609331843431698433,13,1
609007767580475392,10,3
608317745503944704,10,2
609352183860056064,10,2
609012633006669824,13,0
609176887777226752,3,3
609479069760114688,0,1
609259203849551872,8,0
609707061467676673,18,3
608320918394277888,8,2
608872557861687297,4,0
609873692148035584,9,3
608454440048291841,6,1
608731140908814337,11,0
609475347684421632,6,2
609050517067673600,5,0
608538099203887104,8,2
608115142816108544,8,1
608277862047707136,18,0
608589241136873472,5,3
607785388468363264,14,0
608793837272588288,16,4
608082151087697920,6,1
607932666587922432,10,1
609339768888000512,10,1
608260571813847040,8,0
609246530898366464,8,2
608751024325689345,9,3
610205028792598529,4,3
608823483720675329,6,4
608043822182973440,275,31
608816209128222720,8,0
607977940085710848,10,0
608934131704168448,12,1
608121871771430912,7,1
608554432805134337,9,2
608651889958395907,8,0
609948900074520577,10,2
608369247631339520,9,1
608897454231158784,0,2
609369111576055808,7,0
607922237149081601,13,0
608642830144159744,8,1
609174806496305152,290,32
608710504148631552,5,2
609052704766332929,6,3
609199797942284288,6,3
609016454843912192,5,1
608732915623563264,7,3
607961154741075968,275,30
610022638614765571,15,5
608393291269324800,7,0
608832303146491905,13,2
608798332186689536,7,2
608189665473134592,10,1
609554729824354304,7,2
610197124387463168,9,2
608286680986980352,14,0
608757799783383040,11,1
609533908661571584,13,0
609476577265500161,5,2
608743563082493953,2,2
609309453045899264,7,2
609322462204022784,4,0
610085445339361280,9,2
608965686140899328,11,0
608443279361867777,8,3
609165231785295872,10,1
609332656766124032,8,1
609788720552742912,2,3
610099898210357248,10,2
609149708683116545,6,2
609368203660296192,29,0
609906994145853440,6,0
608316479428263936,6,1
609519803376603136,10,2
610102869585494016,7,0
610125845512986624,10,0
608665530879340544,13,0
608922339695300608,11,0
607884254660435968,12,2
608630970242093056,10,0
609145970593390593,29,0
608717216758964224,8,4
609096677211934720,11,0
608493964061233152,4,1
608359169398153216,9,1
608442469626187778,271,32
609857813762940928,7,2
609384301923188736,5,0
608334017499381760,9,1
609259031719452672,6,1
609423712886980608,7,2
610046784711229442,12,0
608549203262906368,6,3
609140608960086018,3,2
609450130555695104,10,2
609028812228026368,7,2
609980809559306240,8,1
609415762726518784,15,3
609145619316391938,11,1
608652216489119744,10,1
608284009345482752,7,0
607926506300440576,24,6
608279708522921984,28,3
608326252399890435,8,2
609046942233059328,11,2
608936127169458176,18,0
609331593057058816,7,0
609464972607909890,12,0
607846138398523393,13,3
609412021675757569,5,5
608012674618802177,12,3
608600996886011904,14,3
608121101068083200,280,29
609859433687072768,6,1
609134985812045824,7,3
609707093579440129,25,1
608930885396668417,10,1
607937599546793985,14,3
610114423794081792,9,2
610100431155539969,7,0
608978707265519616,9,0
609483961719496704,6,6
610188743576825856,216,37
608210284818399232,8,0
610035650889445376,10,1
609359618297364481,10,1
608668183528996867,7,0
608876447151869952,9,0
609057960225058816,9,1
607823815104720896,6,2
609531785609764865,3,4
609269843288698882,277,34
609166755819335681,8,0
608420442760691713,10,1
608537098719735808,10,2
608973160625631233,13,2
608160759072190464,3,4
609332215403646976,10,1
608583540557545472,10,1
609842954111291393,5,2
608865805200183296,13,1
610043694951985153,9,1
608733156674555904,9,1
608765779908022272,14,0
609174563805659136,7,3
608638021785669632,6,4
608980670359158784,291,31
608664680471654401,8,2
609777750329716737,12,2
609068421167353856,7,1
608493686381551616,1,2
609205243729948673,6,0
609247442433736704,8,0
609535452782198785,9,1
608192830108876801,13,1
609508859397447680,4,3
609439825440149504,10,0
608240396104290304,7,2
609653970529730560,13,0
609680383479681025,10,2
609172500191268864,8,1
609957541196492800,7,1
608533444331753473,7,1
609496895271079937,5,0
609479695315431425,9,2
608989685877235712,7,2
609416110010691584,11,3
609979286435463168,6,2
609921977906692099,4,4
608311661007667201,26,3
609986987873959936,6,2
609268221468749824,12,2
607701474559332352,1,2
608470408799617024,16,3
608687735008841728,12,2
609678807226843137,10,1
608808402710614016,13,0
607671137062010881,19,0
609895465627160576,11,2
608405183450771456,11,0
609383438026719232,10,3
609347577272774656,31,2
608602267604922368,26,1
608275617201549313,11,2
610192856217747456,8,3
609438391793524736,9,3
609038163751878659,12,0
608605168368775169,8,1
610006812335697920,18,1
609384792644190212,9,1
608060236398788610,212,36
609477023535366144,273,32
608090392576335874,8,1
609602870577598464,13,0
608710272379830273,2,3
609339382978383874,7,0
608717808344551424,8,0
609858047670923265,25,4
609546737376583681,7,2
609784698240434176,2,3
607886551423451136,11,1
610037672271314944,6,2
608778182188257280,6,0
608823743255711744,9,0
608949241403310080,19,0
609724452230856704,8,0
607976107904802816,8,1
609861701278806016,7,2
609660004526915584,9,1
608766038285643776,10,2
609227652814274560,4,1
607813269454077952,11,1
609417750201675776,7,3
609817436037246976,10,3
609324712045494272,10,0
607888443708973056,11,2
609174033758748672,13,0
609369589303091201,14,1
608012889409114112,9,1
609306045048057856,8,1
608813681443545088,9,2
608947797543403520,7,1
608499845926653952,6,1
607985706632241152,3,0
608355408634200064,9,4
609543175141785600,3,2
607712781928919040,12,0
609160482717585408,18,0
608890073262751744,7,0
609032006421192704,9,2
610059413173342208,11,0
609262121998778369,8,1
607752466554343426,5,2
610173634028527616,22,3
610096516888444928,10,1
607983455079530496,16,1
609248354544013312,3,3
608437318744190976,8,2
609914433897406464,8,1
607897841969684484,9,3
609799186419187712,10,1
609785445589884928,8,3
609908275539095552,9,2
608513952981504000,12,0
607753387296346112,9,1
608614719809814528,9,2
609589434779062272,10,0
608133232211705856,11,1
608762951227592704,10,2
608027762926985216,7,1
608843561140895744,12,1
610111244192882688,10,3
610195034680328193,16,2
609437025997991937,11,1
608126893921964032,9,2
609418674097754113,2,1
607745523404140544,7,2
609399551292784640,9,3
607816242519502848,13,1
609539459713925120,8,2
609612172470018048,5,2
608844790843756545,12,0
609472777142304769,12,2
608373939237187585,6,4
609765780989718528,7,3
608970436177719298,11,0
608401708025184256,14,0
608254450801766400,5,3
609009926355218432,10,0
610133370731794432,4,1
609017323094220800,7,1
609425800643809280,10,3
608700141428604928,6,5
609406798085251073,10,3
608939260536868865,10,1
608290104466108416,29,0
608855931552718848,1,1
610151787849453569,14,1
609233749373550592,4,0
610159859636371456,573,89
609991261185970176,8,2
608212436030783488,7,1
609757901716983808,12,4
608363011418374144,9,1
609042695865028611,8,1
607843399304159232,9,3
609468740862775297,8,2
609742623117586432,573,89
607700293787254784,7,1
609090257343135746,7,3
607951198126260224,5,1
609331637227229185,11,1
608370624520691712,270,35
609395048225107968,275,32
609374100243419136,12,1
609794629198815232,16,2
609881512113229825,11,2
609076644201000960,10,3
608446245573517312,284,32
608048156564193282,6,1
609394765961003008,11,1
609101710502580224,12,5
609929955007295488,10,2
608727096098078720,6,0
608650404340097025,5,1
609291696074047488,8,1
607994787992465408,12,0
608744891766726656,13,0
609750446912045057,8,3
608294739830546433,12,1
609994100931194880,7,0
609716108455710720,9,3
609601544137375744,6,1
609419982137524226,8,0
608268375924613121,21,1
610122293474299904,11,2
609422309418385408,8,3
608521501675917312,13,1
609345905532227584,3,2
609155688451997696,12,0
608821572829216768,5,2
608002340445163521,14,0
609076627633545218,8,1
609777778754387968,8,0
608437694272643072,15,0
609292460074774529,276,32
609389979689615360,6,0
607947733870215170,12,1
609040454978564097,5,1
607968103264317440,3,2
608101205076799488,8,0
609880090378420224,9,3
608623582139314176,11,1
609712726445850624,9,4
608128613364416512,12,1
609305827875360768,7,1
607938456661028865,5,2
608387323055775744,7,0
608041704625700864,11,0
608829184497078272,10,1
608197096001421312,6,3
607987999763099648,276,32
610010188226162688,21,3
609789543441543168,4,0
609384666819375104,7,3
608107016322564097,11,1
608023878925877248,275,31
608345038788161536,10,0
609806173907386368,9,3
609515901063417856,10,1
609837348797419520,6,3
609714592076271617,10,0
609840403978829824,7,1
609403555338940418,8,1
608344088262373377,4,0
609507680047243264,9,3
609423447408521217,10,0
607790274266447872,11,0
609444594619654144,15,4
607938737327083521,11,1
609428738959388672,6,0
609267488086491136,11,1
609487366697431040,8,0
608637550710898689,13,2
609072995445952512,6,2
608200624568549376,8,1
608725398138933248,9,6
608247572902363136,7,2
608959380839624705,8,0
609570654258511872,12,0
608821945925312513,18,2
608274373498306560,6,0
609706352617881600,8,3
608041535310065664,10,1
609507303352569857,8,1
608940189403242499,15,0
609785419199197185,3,0
609465335498981376,9,0
608407080853225472,9,1
609201723152986112,9,0
609052695186518016,10,2
608867243720601600,7,1
608977087454674944,5,2
609773519317172224,8,0
609079411502030848,11,1
608670468141404160,10,1
609163165968928768,9,4
609448869873717248,8,2
609857104183214080,276,32
608833806125006849,8,2
607971554895364096,3,4
608079422520991745,7,1
609022396046147584,11,0
608340641479815169,10,0
607869980349038592,7,2
609366071766872064,6,1
610152153764732928,9,2
608022194828877824,12,0
608266927161622528,14,2
609104994114109440,10,2
609174505269825536,9,4
608748953123876865,18,1
609983377605668864,9,0
609823868685938688,8,6
608355417740079104,9,1
608302601596108800,11,2
609405358814195716,3,1
609989029468184576,9,1
609100727462461440,255,20
610114650974367744,10,1
610084560383180800,16,3
609916948936290304,10,2
608932066693160960,10,3
609721663454904321,15,0
610113852949270529,1,2
609748082641625090,13,0
609886521202733057,7,0
610062399408726018,6,0
609436348039229440,6,3
609320130997288960,9,2
608308237876793345,8,2
607781342131142656,16,0
609134583548899328,13,0
608079365558157312,9,3
608607592206733313,8,4
610037052470636544,11,5
609301246667849730,10,0
610106682149072896,8,3
607852350406041600,12,1
608062482041720832,7,1
608227876685680641,17,0
608304476718514176,21,4
609769228196048896,6,2
608658123788791808,9,3
608011368894074881,4,2
608724295863427072,12,1
608494570490458112,8,2
608652583733989377,7,1
610177406922461185,13,3
609117770740023296,3,1
609028113150836736,10,1
608031012673699840,13,0
608956039300542465,8,1
609007877752279040,7,0
608377861293113345,7,4
607918950526132224,5,2
607993046907547648,5,4
609329823618584576,13,0
610197224828600320,11,1
609247404785827840,19,1
609061325617160193,13,1
609505492264710144,7,2
608744853707583488,9,2
610142501702402048,10,4
608004716581257216,23,1
609173820314886144,9,1
608351092469067776,11,0
609336880807718913,12,1
609825595833257984,14,3
609866387469631488,14,2
609042117088915456,6,5
608263542765023232,7,0
607816862395695104,11,0
610085634007392258,11,1
607937650905874432,221,32
608812531923058688,12,1
609883985322332161,9,2
610201503752658944,14,1
609144869076905985,9,0
609413596515151872,11,1
607825453404049408,8,2
609033479137935361,11,0
609483378815975424,14,0
607985092288348160,10,1
609313800920137728,12,1
609069630213111808,271,33
609323246543077377,7,2
609564670240948224,4,3
607921844889395200,24,2
610190266885099521,9,0
608724236035710979,8,2
609346648347672576,4,1
608844602422861824,10,1
609217591329095680,5,0
609017906559488002,10,1
609909387872849921,9,0
609215172952072192,3,0
608079697960824832,10,0
609447924154638337,272,31
608683837065854976,10,0
608717827470573568,7,2
609079439339700226,6,0
608997884416110592,13,1
607952153626304513,5,2
609010871528996864,12,11
608681294608760832,7,1
608157346926239744,7,1
607755510759047168,10,3
608327168507179008,9,2
608083866914455553,18,0
609891786912329728,12,0
609075380780212224,17,0
608693451656470529,24,1
609016082670698496,9,2
609488684975542272,6,3
609380211868729344,9,1
607907719140507648,18,7
609707293362495488,236,38
610114260337827840,9,1
609065185500884992,10,0
609357686812057600,5,0
608991534386688000,307,30
610136286582689792,11,5
610031046038560768,8,1
609182587848945664,7,2
609496944533184513,11,1
608750189298327552,8,4
608955092159590400,8,1
608275747715878913,10,0
609342711620075520,12,1
609265222193389568,7,1
609385269792538624,11,1
609426689467248640,13,0
610114276641083392,13,3
608374042622627840,9,0
609326464081756160,7,2
608354178847653889,6,2
609082127775191040,5,4
610160034882785280,7,1
609066357519462400,4,0
609669064185659392,11,4
608341349398683649,7,0
609217416854405120,9,1
609183370413764608,10,1
609803961030283264,8,1
609064711670349825,9,3
607955003655884800,16,2
609797662640975872,7,0
609789440626683905,10,2
608743058839080960,30,2
608403957673795584,2,1
608414975074410496,10,2
608612879839932416,6,3
609826099745284096,13,1
608867536415944704,15,0
608687645628092416,10,1
609102862308810753,8,4
608359709096181762,7,5
609297243263344640,6,1
609261398502322176,6,0
609684231141388288,6,4
607974336163680256,9,0
608591267073810432,3,1
608578588737200128,7,2
608661176919023616,8,1
609477738756468736,10,2
609325562600009728,7,1
610069022726594560,7,2
609394461337079808,8,3
609409021775319040,9,2
609014901751824384,9,3
608849922255781888,13,2
609390952927596544,217,33
609438808195502081,10,1
609418773070786560,10,4
608981819049046019,8,2
610059345032818689,9,2
609725042323140608,8,2
609088123604201473,2,1
608503112739872768,7,0
609775638912860162,7,3
608303219131957248,9,2
609500570441924608,4,2
608275154184114176,23,0
609472964317343744,21,3
609081221621121024,5,0
609770471240925184,12,3
609058804454584320,10,1
608773560396423169,8,1
609373932936916992,10,1
609391378045366274,9,1
608114666959695874,14,1
608096911200022528,9,1
609337066258853888,7,4
609246287850962944,11,0
609300990026731520,6,4
608309862943064064,8,3
609499688052502528,8,1
609251315609391104,6,2
609075155248291841,10,0
609276467990667264,9,1
609013281282351104,13,0
610101522437947392,7,1
608358158730428416,9,1
609906886268321792,12,0
609442578623299586,10,3
609520629222543360,278,31
608189186789810177,23,2
609203502733201408,11,1
610094525323870208,573,89
608992566550368256,6,1
609511677931884544,5,1
608653618535792640,8,2
609897301033795584,8,0
609039621754863616,6,5
609448618479775744,11,0
608566657599057920,6,3
609328325723619328,8,2
608086038653882368,5,2
609847729133453312,4,2
609978625308299264,13,2
610001247085707264,8,0
608385654184144896,4,4
607926336380792832,9,4
610149283095007232,12,1
608834780239683584,18,1
609516802549379073,3,2
609462235182821376,1,0
609974557194072065,10,2
609212302668210176,8,1
608046632639295488,12,1
609218708775563264,14,1
608422013439516675,6,0
608726491115974656,7,3
609665277840601088,3,1
610114489455910912,11,2
607901164198330368,8,2
609087049220681730,17,1
608399580884029440,11,1
609678083872980993,10,0
608900311688818688,12,1
609082194380922880,13,3
608682806609207296,10,1
608106524452356097,6,3
610020136465076224,10,0
608940315593060352,11,1
609306027176161280,12,1
608234846641520640,12,0
610125564473552896,9,4
608492957772206080,7,2
609556313908072448,11,1
609487571677224960,6,0
609441395238174720,279,33
607683491581403137,3,0
608789125005733888,6,2
607930110268841985,10,1
609740595909668866,6,1
609031620469923843,14,1
608239910160605184,22,7
609536934038368256,4,2
608860507592880128,4,0
608255009143328769,14,1
609374530927230977,11,2
610111073186791424,2,0
610157286464618499,9,2
608769630841245696,16,0
608189080002818048,10,0
609132090529951745,9,3
609971043172773888,6,4
609153411007778817,17,2
608378302915473408,13,5
608045053848748032,12,1
610122298071252992,6,1
609371778721390593,6,2
610173632506122242,5,0
608627142784626688,13,3
608036611000049665,11,2
607674674168926209,11,0
609718983747588096,5,1
609441620191248384,5,1
608888507562663936,21,2
609300379050840065,13,2
608808654092038145,10,0
607962834991874048,9,0
608367244926713857,9,1
608431148805443584,277,30
609746153916248065,7,0
608222516096724992,7,1
609408590269427712,11,3
609455251675062272,7,2
608769716283310080,12,1
608543072843124736,12,1
609631379530383360,10,0
609827637540864000,16,1
608570753982865408,8,1
607689989665624064,11,1
609241462706950144,9,1
609062592309399553,14,1
608633602071535616,8,3
609463937696968704,5,4
607717807300558849,268,22
608123922685526016,12,1
609453880745820160,3,0
608115051250073601,9,2
608386956314202113,6,1
609650611177525248,7,0
607968136843784192,7,6
610137399297871872,9,2
609076413186965505,9,2
610117794131234816,9,1
609684456010612736,6,2
608922004243230720,7,3
609875428531142656,14,1
610119796986900481,14,0
609721981265575936,10,0
607864471642505216,5,3
608282722755321856,9,0
608427371608219648,280,31
608568277128900609,16,1
609081754528428032,3,1
609004761132638208,7,1
609082959254200320,8,2
608374283505516544,10,1
609422952451469313,20,2
608405358982365184,23,1
609693080502013952,12,1
609216258819534848,9,2
609029347144552448,9,0
608264916844314625,8,1
607984494868594689,8,0
608303336161484801,5,1
608610983897145344,10,0
608982095755501568,11,2
609321526328848384,7,2
607931517818372096,7,1
608233688653004800,8,2
608008142916452353,8,1
609512784368398336,11,1
608030807475617792,5,3
609501117949460480,235,39
608339814027542528,9,0
607974832999821312,8,1
608491300237672448,11,3
609593557163225088,11,4
609497587075432448,37,1
609234184452751362,12,1
608457764457844737,16,1
607956305844633600,10,3
609420163994116096,2,4
609397494280138752,12,1
607917780965445632,10,3
608954501089927168,5,3
609525623581745154,8,2
607947779441172480,14,1
608302646223503360,10,2
609167754118209537,8,2
608668468603322369,7,2
609105073319206912,291,31
610197553922068480,11,0
608869043307687936,10,0
609939858744864768,9,3
608932310474477568,5,1
609412627886837760,10,0
608255725551230976,297,33
607708075353612288,7,1
610016195174121472,27,1
609111061271314433,11,0
609513872840654848,12,3
608264208925532160,6,1
608853700044578816,5,0
607675444834398208,12,3
607944548258422784,192,26
610015966093791232,9,0
608759317190221826,16,0
609776510791102464,7,1
609723739417219072,12,3
609096498157076480,7,1
609446353605918720,9,0
609344544522522626,11,1
609771945983373312,19,2
609417442893262848,11,0
608930812382355456,11,1
609805206549729281,13,0
608928946227412992,7,3
609335622965272576,10,0
609883711882985472,9,1
610122117334573056,10,0
608921511991349248,17,5
608114051386777600,21,4
607892147413655552,5,2
609522980889038848,9,0
607912091794702337,5,4
609725187072724993,11,3
609378307008761856,9,0
607978305380356096,8,2
607958703652880385,4,2
609256629721255936,7,2
609698201214545920,11,1
609478472919052288,28,1
608839842747850754,15,0
609530456497868802,11,3
609735831494889472,9,3
608160801841651712,21,2
608883901940035584,10,1
609397314021527552,10,1
609522409096511488,11,2
610059159833313281,7,1
609089004961595392,7,2
609027994842230784,7,5
608084126105608192,10,1
608257357173264385,5,4
608022479634874368,8,1
607983727814307840,3,3
609331970384990208,13,0
607990003646341121,9,3
608929466216230912,11,3
609296510879072258,7,2
610035609353211904,8,5
608687610630819840,11,1
608998699541385217,291,31
609760921515347968,9,0
610075846452355072,14,5
608199618187411456,26,1
608954609625886720,17,1
608707023258161152,5,0
608426230203998208,15,0
607885331451510785,6,1
609108422244618241,8,1
609975785479245824,10,1
608352399279931392,9,2
609188424050966528,10,4
610118077859131392,14,3
609030792719835137,6,0
609574847849500672,278,32
608763398084546560,10,2
608949208549355520,14,1
609831118938898433,13,0
609009344257138688,5,4
608672726862053377,12,2
609624019281670145,10,3
608298780731965440,10,1
608429784528482305,7,1
609412793192828928,7,2
610026547404271616,25,3
607827179456614400,33,0
608695020003147776,9,1
609460217269633024,10,0
607731724869627904,4,1
609454130642423809,11,2
608658470905200640,6,0
608272439634558976,10,2
609174771776004096,13,5
609773071210299392,12,2
608638364200353792,18,1
608412036247232513,4,4
609381652557627392,6,0
608179588800344064,7,2
608029769481920512,11,0
607852030225489920,6,2
608929037960892416,11,1
609093255385350144,10,0
609348760708227072,9,2
609408608695123968,18,0
609374652096466945,7,1
609388454951022592,12,0
609677761284829184,10,1
609436889989443585,9,0
608369881109680128,39,1
609511057556697088,12,3
609397703131459584,7,1
608993820060037121,11,4
607779109524119552,7,1
608311818436648960,10,1
609408032800403456,6,4
609729494220288000,14,0
609018662620663808,11,3
608088350071881728,8,2
608707065452867584,13,2
610159803571302400,10,1
609364812804530177,9,3
608526066597175296,32,0
608880106266882048,7,0
609803432753377280,14,1
609709886595821568,8,4
608726607314960384,9,0
608056435956662275,8,2
609790106023493632,10,3
608043028696190976,9,1
609163485893693440,267,34
609431253964750850,21,4
608912651922608129,24,1
609718280618684416,15,5
608309663734624257,6,1
609124766067240960,8,3
609495485112385536,14,3
608711317952724992,210,30
607917393193660416,12,0
610163727602724864,18,0
609594540001988609,9,2
608619741805084672,8,1
609459968304107521,12,3
608531423629295617,2,0
608976882332258304,12,1
609166006473334784,3,1
609004674226728960,8,2
609503139885117442,8,2
609459158535041024,11,0
609392903484518401,8,1
608996542532464642,9,3
608635050805108736,12,1
608425140855164930,7,1
609465966372610048,6,0
608997214690529280,12,1
608159890050301952,10,0
608881572834619392,6,1
610096771746930688,12,1
608289752438177792,7,1
608376229893447680,277,35
608234446081421312,17,0
609831613887827968,9,1
609695864274223104,6,0
609382031659790336,12,2
608607809031278592,13,0
609178554681675776,1,0
608254479088144384,6,0
609040663225602049,16,1
607932867050504192,5,2
608063741779951616,9,2
609059063113084928,7,1
608959948077301760,7,2
609701774979563522,5,0
609034778738724864,10,2
607959208194154496,11,3
608887646086008832,11,1
608502553949650944,10,2
609329602910097408,3,1
609082704458604545,18,2
608040173805445120,276,32
609389112848547840,13,1
609056814819323905,17,1
610125815116865536,17,0
608338587495628801,8,1
609684420082180096,1,1
608392385425338368,7,3
